Maquina,Rodada,Date,Time,Origem_Arquivo,Relógios núcleo (avg) [MHz],Relógios efetivos núcleo (avg) [MHz],Uso total da CPU [%],Carga do núcleo da GPU [%],CPU Inteira [°C],CPU Inteira [°C].1,Núcleo máximo [°C],Estrangulamento térmico do núcleo (avg) [Yes/Não],Distância do núcleo para TjMAX (avg) [°C],Potência total da CPU [W],IA: Package-Level RAPL/PBM PL1 [Yes/Não],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/Não],Limite de desempenho - Térmico [Yes/Não],Relógio da memória [MHz],Taxa de leituras [MB/s],Taxa de gravações [MB/s],Potência das linhas GPU (avg) [W],GPU Clock [MHz].1,GPU Clock [MHz],Limite térmico da GPU [°C]
Máquina F,16,29.6.2026,12:13:16.960,maqF_rodada_16.CSV,4225.4,350.9,6.8,3.0,53,38,44,Não,61,34.15,Não,Não,Não,1596.1,0.0,0.0,9.211,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:17.974,maqF_rodada_16.CSV,4546.0,147.7,3.4,3.0,39,38,39,Não,63,22.924,Não,Não,Não,1596.1,0.0,0.012,9.252,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:18.971,maqF_rodada_16.CSV,4546.0,88.1,2.2,1.0,38,38,38,Não,63,17.832,Não,Não,Não,1596.1,0.0,0.137,9.33,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:19.973,maqF_rodada_16.CSV,4546.0,87.7,2.9,4.0,39,37,38,Não,63,17.462,Não,Não,Não,1596.1,0.0,0.118,9.274,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:20.971,maqF_rodada_16.CSV,4546.0,90.8,3.3,1.0,37,38,39,Não,63,17.064,Não,Não,Não,1596.1,0.0,0.072,9.272,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:21.968,maqF_rodada_16.CSV,4546.0,84.6,4.0,2.0,38,52,38,Não,64,16.526,Não,Não,Não,1596.1,0.0,0.004,9.294,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:22.962,maqF_rodada_16.CSV,4546.0,299.8,6.0,0.0,49,43,49,Não,61,31.897,Não,Não,Não,1596.1,0.0,0.008,9.248,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:23.960,maqF_rodada_16.CSV,4546.0,357.5,7.2,3.0,49,48,55,Não,60,35.364,Não,Não,Não,1596.1,0.0,0.0,9.255,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:24.969,maqF_rodada_16.CSV,4546.0,355.1,7.0,1.0,50,49,51,Não,60,36.06,Não,Não,Não,1596.1,0.0,0.02,9.297,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:25.968,maqF_rodada_16.CSV,4546.0,350.7,7.1,4.0,51,49,45,Não,60,33.482,Não,Não,Não,1596.1,0.0,0.008,9.353,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:26.966,maqF_rodada_16.CSV,4546.0,359.8,6.8,0.0,48,55,48,Não,60,35.147,Não,Não,Não,1596.1,0.0,0.004,9.264,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:27.964,maqF_rodada_16.CSV,4546.0,351.6,8.7,3.0,49,49,49,Não,60,37.139,Não,Não,Não,1596.1,0.0,0.0,9.296,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:28.961,maqF_rodada_16.CSV,4546.0,358.0,6.8,1.0,47,51,47,Não,60,34.926,Não,Não,Não,1596.1,0.0,0.008,9.294,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:29.975,maqF_rodada_16.CSV,4225.4,351.0,7.3,4.0,50,49,50,Não,60,33.704,Não,Não,Não,1596.1,0.0,0.101,9.267,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:30.961,maqF_rodada_16.CSV,4546.0,357.9,7.1,3.0,55,40,57,Não,61,33.636,Não,Não,Não,1596.1,0.0,0.004,9.268,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:31.975,maqF_rodada_16.CSV,4546.0,138.8,2.8,4.0,41,38,41,Não,63,19.815,Não,Não,Não,1596.1,0.0,0.0,9.316,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:32.971,maqF_rodada_16.CSV,4546.0,89.3,5.2,1.0,38,38,45,Não,63,17.867,Não,Não,Não,1596.1,0.0,0.012,9.278,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:33.970,maqF_rodada_16.CSV,4546.0,83.0,1.9,4.0,37,38,45,Não,63,16.742,Não,Não,Não,1596.1,0.0,0.004,9.361,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:34.967,maqF_rodada_16.CSV,4225.4,92.8,6.2,1.0,38,37,45,Não,63,18.244,Não,Não,Não,1596.1,0.0,0.048,9.274,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:35.964,maqF_rodada_16.CSV,4546.0,114.2,3.1,3.0,38,47,38,Não,64,18.781,Não,Não,Não,1596.1,0.0,0.0,9.237,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:36.962,maqF_rodada_16.CSV,4546.0,310.2,8.5,1.0,55,53,55,Não,60,32.83,Não,Não,Não,1596.1,0.0,0.053,9.321,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:37.961,maqF_rodada_16.CSV,4546.0,350.6,7.2,3.0,55,58,55,Não,60,32.83,Não,Não,Não,1596.1,0.0,0.016,9.202,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:38.973,maqF_rodada_16.CSV,4546.0,356.7,7.1,3.0,51,48,49,Não,60,38.594,Não,Não,Não,1596.1,0.0,0.0,9.182,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:39.971,maqF_rodada_16.CSV,4546.0,354.6,10.5,4.0,61,38,55,Não,59,35.328,Não,Não,Não,1596.1,0.0,0.109,9.249,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:40.969,maqF_rodada_16.CSV,4546.0,214.1,4.2,1.0,38,38,38,Não,63,38.815,Não,Não,Não,1596.1,0.0,0.012,9.185,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:41.965,maqF_rodada_16.CSV,4546.0,83.1,2.4,4.0,38,52,38,Não,64,26.166,Não,Não,Não,1596.1,0.0,0.012,9.189,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:42.965,maqF_rodada_16.CSV,4546.0,88.4,6.3,4.0,37,38,38,Não,64,17.117,Não,Não,Não,1596.1,0.0,0.0,9.197,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:43.966,maqF_rodada_16.CSV,4546.0,85.7,2.3,1.0,37,38,37,Não,64,17.444,Não,Não,Não,1596.1,0.0,0.016,9.143,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:44.965,maqF_rodada_16.CSV,4546.0,89.8,2.4,4.0,38,38,37,Não,64,17.418,Não,Não,Não,1596.1,0.0,0.012,9.171,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:45.974,maqF_rodada_16.CSV,4546.0,243.7,8.0,1.0,49,48,49,Não,61,18.201,Não,Não,Não,1596.1,0.0,0.008,9.197,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:46.972,maqF_rodada_16.CSV,4531.8,353.5,10.2,5.0,47,52,48,Não,61,29.79,Não,Não,Não,1596.1,0.0,0.004,9.247,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:47.967,maqF_rodada_16.CSV,4546.0,191.1,4.4,1.0,38,38,37,Não,64,38.159,Não,Não,Não,1596.1,0.0,0.008,9.172,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:48.966,maqF_rodada_16.CSV,4546.0,87.5,2.3,4.0,39,38,39,Não,64,26.056,Não,Não,Não,1596.1,0.0,0.135,9.223,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:49.964,maqF_rodada_16.CSV,4546.0,89.0,2.2,1.0,38,39,37,Não,64,17.671,Não,Não,Não,1596.1,0.0,0.101,9.192,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:50.963,maqF_rodada_16.CSV,4546.0,83.2,4.9,4.0,38,38,37,Não,64,17.458,Não,Não,Não,1596.1,0.0,0.0,9.29,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:51.961,maqF_rodada_16.CSV,4546.0,89.3,2.5,1.0,39,39,38,Não,64,16.62,Não,Não,Não,1596.1,0.0,0.008,9.154,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:52.963,maqF_rodada_16.CSV,4546.0,303.5,9.4,4.0,46,47,59,Não,49,16.563,Não,Não,Não,1596.1,0.0,0.028,9.28,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:53.976,maqF_rodada_16.CSV,4546.0,374.7,7.4,2.0,54,51,54,Não,61,30.4,Não,Não,Não,1596.1,0.0,0.008,9.276,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:54.975,maqF_rodada_16.CSV,4546.0,348.5,8.3,5.0,49,54,48,Não,61,37.964,Não,Não,Não,1596.1,0.0,0.09,9.297,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:55.979,maqF_rodada_16.CSV,4546.0,107.1,2.2,3.0,38,38,38,Não,64,32.292,Não,Não,Não,1596.1,0.0,0.004,9.23,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:56.981,maqF_rodada_16.CSV,4546.0,85.5,1.6,1.0,37,38,37,Não,64,19.056,Não,Não,Não,1596.1,0.0,0.008,9.323,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:57.981,maqF_rodada_16.CSV,4546.0,89.3,4.0,4.0,38,38,37,Não,64,17.17,Não,Não,Não,1596.1,0.0,0.008,9.211,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:13:58.997,maqF_rodada_16.CSV,4546.0,88.5,1.5,2.0,38,38,37,Não,64,17.985,Não,Não,Não,1596.1,0.0,0.0,9.209,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:0.013,maqF_rodada_16.CSV,4546.0,86.9,1.8,4.0,38,39,38,Não,64,17.697,Não,Não,Não,1596.1,0.0,0.016,9.215,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:1.010,maqF_rodada_16.CSV,4531.8,341.1,7.6,0.0,56,52,56,Não,61,16.751,Não,Não,Não,1596.1,0.0,0.008,9.241,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:2.007,maqF_rodada_16.CSV,4531.8,350.8,7.1,2.0,51,49,51,Não,60,34.279,Não,Não,Não,1596.1,0.0,0.0,9.304,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:3.019,maqF_rodada_16.CSV,4524.6,357.6,7.5,1.0,49,51,49,Não,60,35.503,Não,Não,Não,1596.1,0.0,0.008,9.19,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:4.022,maqF_rodada_16.CSV,4546.0,262.8,4.8,3.0,39,39,39,Não,63,41.378,Não,Não,Não,1596.1,0.0,0.008,9.248,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:5.024,maqF_rodada_16.CSV,4546.0,92.1,3.1,2.0,41,37,41,Não,63,29.822,Não,Não,Não,1596.1,0.0,0.098,9.201,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:6.040,maqF_rodada_16.CSV,4546.0,118.3,2.3,1.0,37,37,38,Não,64,19.415,Não,Não,Não,1596.1,0.0,0.057,9.141,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:7.053,maqF_rodada_16.CSV,4546.0,87.6,5.0,2.0,38,38,37,Não,64,19.796,Não,Não,Não,1596.1,0.0,0.008,9.24,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:8.073,maqF_rodada_16.CSV,4546.0,91.3,3.0,1.0,42,37,42,Não,63,17.643,Não,Não,Não,1596.1,0.0,0.008,9.118,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:9.061,maqF_rodada_16.CSV,4546.0,1445.6,28.9,3.0,55,56,58,Não,46,17.957,Não,Não,Não,1596.1,0.0,0.032,9.151,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:10.066,maqF_rodada_16.CSV,4546.0,3258.2,69.5,2.0,61,65,61,Não,43,48.414,Não,Não,Não,1596.1,0.0,0.109,9.146,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:11.065,maqF_rodada_16.CSV,4546.0,3252.3,68.5,4.0,53,70,53,Não,54,110.571,Não,Não,Não,1596.1,0.0,0.008,9.169,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:12.067,maqF_rodada_16.CSV,4546.0,1933.9,38.4,2.0,45,41,45,Não,61,100.683,Não,Não,Não,1596.1,0.0,0.004,9.184,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:13.065,maqF_rodada_16.CSV,4546.0,85.9,4.2,3.0,38,38,37,Não,64,71.4,Não,Não,Não,1596.1,0.0,0.008,9.208,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:14.066,maqF_rodada_16.CSV,4546.0,90.3,2.5,1.0,37,38,38,Não,64,16.946,Não,Não,Não,1596.1,0.0,0.004,9.158,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:15.065,maqF_rodada_16.CSV,4546.0,86.2,3.0,2.0,37,38,37,Não,65,17.703,Não,Não,Não,1596.1,0.0,0.016,9.194,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:16.073,maqF_rodada_16.CSV,4546.0,88.2,2.9,4.0,38,38,37,Não,64,17.382,Não,Não,Não,1596.1,0.016,0.065,9.212,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:17.064,maqF_rodada_16.CSV,4546.0,1405.8,31.2,1.0,65,63,65,Não,42,16.413,Não,Não,Não,1596.1,0.0,0.023,9.139,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:18.061,maqF_rodada_16.CSV,4546.0,2638.0,54.0,2.0,42,42,43,Não,59,52.031,Não,Não,Não,1596.1,0.0,0.0,9.235,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:19.063,maqF_rodada_16.CSV,4546.0,89.8,2.9,0.0,39,45,39,Não,63,102.095,Não,Não,Não,1596.1,0.0,0.004,9.129,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:20.059,maqF_rodada_16.CSV,4546.0,82.9,3.4,3.0,40,38,40,Não,63,16.996,Não,Não,Não,1596.1,0.0,0.102,9.218,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:21.061,maqF_rodada_16.CSV,4546.0,87.8,2.8,2.0,39,38,39,Não,64,16.996,Não,Não,Não,1596.1,0.0,0.008,9.153,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:22.062,maqF_rodada_16.CSV,4546.0,83.8,3.0,2.0,42,40,42,Não,63,18.204,Não,Não,Não,1596.1,0.0,0.0,9.198,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:23.058,maqF_rodada_16.CSV,3997.4,620.6,15.7,4.0,55,60,55,Não,57,17.692,Não,Não,Não,1596.1,0.0,0.004,9.202,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:24.054,maqF_rodada_16.CSV,4546.0,1690.4,33.3,0.0,40,42,40,Não,62,38.685,Não,Não,Não,1596.1,0.0,0.008,9.251,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:25.069,maqF_rodada_16.CSV,4546.0,84.7,2.6,3.0,38,38,38,Não,64,68.964,Não,Não,Não,1596.1,0.0,0.004,9.223,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:26.065,maqF_rodada_16.CSV,4546.0,88.9,2.6,1.0,38,37,38,Não,64,16.714,Não,Não,Não,1596.1,0.0,0.044,9.195,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:27.064,maqF_rodada_16.CSV,4546.0,85.6,2.4,3.0,38,38,38,Não,64,18.364,Não,Não,Não,1596.1,0.0,0.008,9.178,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:28.063,maqF_rodada_16.CSV,4546.0,91.3,4.7,2.0,37,37,37,Não,64,17.229,Não,Não,Não,1596.1,0.0,0.008,9.178,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:29.059,maqF_rodada_16.CSV,4467.6,1285.2,27.9,2.0,69,69,73,Não,39,17.229,Não,Não,Não,1596.1,0.0,0.0,9.196,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:30.066,maqF_rodada_16.CSV,4460.5,2863.1,59.4,2.0,69,69,69,Não,37,124.292,Não,Não,Não,1596.1,0.0,0.097,9.105,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:31.067,maqF_rodada_16.CSV,4546.0,897.5,18.0,3.0,40,40,40,Não,62,53.101,Não,Não,Não,1596.1,0.0,0.02,9.189,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:32.063,maqF_rodada_16.CSV,4546.0,90.5,3.9,0.0,40,39,40,Não,64,17.363,Não,Não,Não,1596.1,0.0,0.008,9.096,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:33.062,maqF_rodada_16.CSV,4225.4,98.6,2.8,2.0,38,38,37,Não,64,17.966,Não,Não,Não,1596.1,0.0,0.129,9.203,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:34.062,maqF_rodada_16.CSV,4546.0,94.4,4.3,1.0,42,39,42,Não,64,17.307,Não,Não,Não,1596.1,0.0,0.016,9.171,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:35.059,maqF_rodada_16.CSV,4546.0,87.4,4.3,3.0,37,39,37,Não,64,17.01,Não,Não,Não,1596.1,0.0,0.016,9.213,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:36.066,maqF_rodada_16.CSV,4546.0,1236.0,26.7,3.0,52,54,52,Não,58,60.546,Não,Não,Não,1596.1,0.0,0.008,9.24,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:37.065,maqF_rodada_16.CSV,4424.9,2350.2,47.6,0.0,69,71,72,Não,36,93.785,Não,Não,Não,1596.1,0.0,0.0,9.249,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:38.059,maqF_rodada_16.CSV,4546.0,1619.6,38.0,3.0,42,41,42,Não,60,77.401,Não,Não,Não,1596.1,0.0,0.008,9.307,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:39.060,maqF_rodada_16.CSV,4546.0,86.0,3.2,1.0,39,38,39,Não,63,16.508,Não,Não,Não,1596.1,0.0,0.008,9.286,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:40.060,maqF_rodada_16.CSV,4546.0,87.6,3.1,3.0,39,38,38,Não,64,17.024,Não,Não,Não,1596.1,0.0,0.106,9.305,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:41.056,maqF_rodada_16.CSV,4546.0,98.6,3.7,3.0,38,38,38,Não,64,18.532,Não,Não,Não,1596.1,0.0,0.0,9.294,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:42.059,maqF_rodada_16.CSV,4546.0,85.6,3.0,0.0,38,39,38,Não,64,17.464,Não,Não,Não,1596.1,0.0,0.044,9.245,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:43.059,maqF_rodada_16.CSV,4531.8,2101.8,39.7,3.0,75,74,77,Não,31,78.817,Não,Não,Não,1596.1,0.0,0.006,9.173,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:44.070,maqF_rodada_16.CSV,4546.0,3722.0,81.6,1.0,72,73,73,Não,41,150.032,Não,Não,Não,1596.1,0.0,0.009,9.188,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:45.065,maqF_rodada_16.CSV,4517.5,4196.6,88.2,4.0,79,79,82,Não,27,161.458,Não,Não,Não,1596.1,0.0,0.087,9.154,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:46.059,maqF_rodada_16.CSV,4474.8,3987.8,87.5,4.0,83,77,82,Não,29,161.491,Não,Não,Não,1596.1,0.0,0.005,9.216,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:47.061,maqF_rodada_16.CSV,4546.0,232.8,2.5,4.0,40,40,40,Não,62,25.837,Não,Não,Não,1596.1,0.0,0.016,9.199,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:48.056,maqF_rodada_16.CSV,4546.0,94.8,3.2,3.0,39,39,39,Não,63,19.112,Não,Não,Não,1596.1,0.0,0.0,9.258,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:49.056,maqF_rodada_16.CSV,4546.0,86.1,1.8,2.0,38,41,38,Não,64,16.496,Não,Não,Não,1596.1,0.0,0.008,9.095,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:50.055,maqF_rodada_16.CSV,4546.0,89.4,2.6,3.0,42,38,42,Não,64,17.052,Não,Não,Não,1596.1,0.0,0.016,9.138,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:51.068,maqF_rodada_16.CSV,4546.0,88.0,1.7,4.0,39,38,39,Não,63,17.708,Não,Não,Não,1596.1,0.0,0.008,9.158,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:52.067,maqF_rodada_16.CSV,4225.4,440.5,10.7,1.0,65,60,67,Não,58,45.341,Não,Não,Não,1596.1,0.0,0.0,9.245,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:53.065,maqF_rodada_16.CSV,4546.0,409.8,7.2,6.0,58,61,58,Não,60,43.84,Não,Não,Não,1596.1,0.0,0.004,9.163,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:54.059,maqF_rodada_16.CSV,4546.0,452.8,11.2,5.0,61,59,64,Não,50,43.738,Não,Não,Não,1596.1,0.0,0.008,9.195,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:55.057,maqF_rodada_16.CSV,4546.0,263.1,5.0,6.0,41,39,41,Não,63,28.489,Não,Não,Não,1596.1,0.0,0.101,9.257,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:56.067,maqF_rodada_16.CSV,4546.0,90.1,3.7,6.0,38,39,38,Não,63,18.751,Não,Não,Não,1596.1,0.0,0.0,9.257,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:57.066,maqF_rodada_16.CSV,4546.0,85.3,1.9,4.0,38,38,38,Não,63,15.714,Não,Não,Não,1596.1,0.0,0.004,9.221,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:58.061,maqF_rodada_16.CSV,4546.0,88.3,3.2,6.0,39,39,39,Não,63,18.796,Não,Não,Não,1596.1,0.0,0.052,9.139,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:14:59.061,maqF_rodada_16.CSV,4546.0,87.9,1.8,8.0,38,39,39,Não,63,17.973,Não,Não,Não,1596.1,0.0,0.004,9.124,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:0.087,maqF_rodada_16.CSV,4460.5,1624.6,35.9,4.0,75,77,77,Não,32,74.298,Não,Não,Não,1596.1,0.0,0.091,9.148,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:1.082,maqF_rodada_16.CSV,4546.0,1702.8,35.0,7.0,42,40,42,Não,61,74.485,Não,Não,Não,1596.1,0.0,0.008,9.243,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:2.081,maqF_rodada_16.CSV,4318.0,84.2,1.9,4.0,40,39,40,Não,63,16.714,Não,Não,Não,1596.1,0.0,0.008,9.27,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:3.078,maqF_rodada_16.CSV,4546.0,86.1,1.8,6.0,39,39,38,Não,64,17.558,Não,Não,Não,1596.1,0.0,0.004,9.257,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:4.075,maqF_rodada_16.CSV,4546.0,89.5,1.9,8.0,38,39,38,Não,64,17.054,Não,Não,Não,1596.1,0.0,0.0,9.254,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:5.074,maqF_rodada_16.CSV,4546.0,106.6,4.2,5.0,53,39,55,Não,61,18.234,Não,Não,Não,1596.1,0.0,0.015,9.292,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:6.074,maqF_rodada_16.CSV,4268.1,1824.1,39.3,8.0,63,59,62,Não,44,63.274,Não,Não,Não,1596.1,0.0,0.008,9.291,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:7.073,maqF_rodada_16.CSV,4546.0,3015.9,65.2,7.0,45,44,46,Não,57,108.651,Não,Não,Não,1596.1,0.0,0.0,9.352,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:8.074,maqF_rodada_16.CSV,4546.0,91.2,1.5,8.0,39,39,39,Não,63,18.483,Não,Não,Não,1596.1,0.0,0.008,9.317,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:9.072,maqF_rodada_16.CSV,4546.0,88.0,2.2,9.0,39,38,39,Não,63,17.079,Não,Não,Não,1596.1,0.0,0.008,9.285,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:10.074,maqF_rodada_16.CSV,4546.0,86.5,2.8,6.0,39,39,39,Não,63,16.643,Não,Não,Não,1596.1,0.0,0.096,9.229,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:11.072,maqF_rodada_16.CSV,4546.0,86.4,1.6,7.0,42,39,42,Não,63,18.66,Não,Não,Não,1596.1,0.0,0.0,9.136,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:12.074,maqF_rodada_16.CSV,4546.0,101.7,3.0,6.0,48,65,44,Não,62,17.609,Não,Não,Não,1596.1,0.0,0.008,9.16,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:13.073,maqF_rodada_16.CSV,4225.4,2700.3,59.4,4.0,46,43,46,Não,58,104.096,Não,Não,Não,1596.1,0.0,0.008,9.211,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:14.088,maqF_rodada_16.CSV,4546.0,92.8,1.9,7.0,40,39,41,Não,62,19.034,Não,Não,Não,1596.1,0.0,0.016,9.161,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:15.089,maqF_rodada_16.CSV,4546.0,85.6,1.6,8.0,38,39,40,Não,62,18.488,Não,Não,Não,1596.1,0.0,0.004,9.18,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:16.086,maqF_rodada_16.CSV,4546.0,84.5,3.1,3.0,37,39,38,Não,63,17.958,Não,Não,Não,1596.1,0.0,0.004,9.202,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:17.088,maqF_rodada_16.CSV,4546.0,90.5,2.6,7.0,39,38,38,Não,63,16.789,Não,Não,Não,1596.1,0.0,0.008,9.195,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:18.104,maqF_rodada_16.CSV,4538.9,561.4,11.4,4.0,58,60,59,Não,47,27.665,Não,Não,Não,1596.1,0.0,0.007,9.236,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:19.100,maqF_rodada_16.CSV,4546.0,1369.3,29.7,7.0,40,39,45,Não,62,53.678,Não,Não,Não,1596.1,0.0,0.0,9.331,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:20.099,maqF_rodada_16.CSV,4546.0,87.7,1.6,6.0,39,39,38,Não,63,18.93,Não,Não,Não,1596.1,0.0,0.093,9.299,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:21.096,maqF_rodada_16.CSV,4546.0,86.9,2.8,4.0,38,38,40,Não,63,17.321,Não,Não,Não,1596.1,0.0,0.008,9.247,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:22.091,maqF_rodada_16.CSV,4546.0,92.3,2.5,5.0,38,38,40,Não,63,18.122,Não,Não,Não,1596.1,0.0,0.008,9.202,0.0,210.0,83.0
Máquina F,16,29.6.2026,12:15:23.086,maqF_rodada_16.CSV,4546.0,85.3,2.3,7.0,40,39,41,Não,63,18.174,Não,Não,Não,1596.1,0.0,0.0,9.244,0.0,210.0,83.0
