Maquina,Rodada,Date,Time,Origem_Arquivo,Relógios núcleo (avg) [MHz],Relógios efetivos núcleo (avg) [MHz],Uso total da CPU [%],Carga do núcleo da GPU [%],CPU Inteira [°C],CPU Inteira [°C].1,Núcleo máximo [°C],Estrangulamento térmico do núcleo (avg) [Yes/Não],Distância do núcleo para TjMAX (avg) [°C],Potência total da CPU [W],IA: Package-Level RAPL/PBM PL1 [Yes/Não],IA: Package-Level RAPL/PBM PL2 PL3 [Yes/Não],Limite de desempenho - Térmico [Yes/Não],Relógio da memória [MHz],Taxa de leituras [MB/s],Taxa de gravações [MB/s],Potência das linhas GPU (avg) [W],GPU Clock [MHz].1,GPU Clock [MHz],Limite térmico da GPU [°C]
Máquina A,4,21.6.2026,18:6:25.417,maqA_rodada_04.CSV,1371.6,58.4,6.5,0.0,45,46,45,Não,56,5.417,Não,Não,Sim,2593.7,0.097,0.076,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:26.415,maqA_rodada_04.CSV,1608.6,52.6,5.9,0.0,48,46,45,Não,56,4.707,Não,Não,Sim,2593.7,0.0,0.0,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:27.409,maqA_rodada_04.CSV,1321.8,54.1,3.4,0.0,45,45,45,Não,55,4.692,Não,Não,Sim,2593.7,0.117,0.004,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:28.416,maqA_rodada_04.CSV,1047.4,137.0,11.7,0.0,46,45,45,Não,56,6.801,Não,Não,Sim,2593.7,3.62,0.069,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:29.418,maqA_rodada_04.CSV,3753.3,826.7,35.0,0.0,61,67,62,Não,43,19.997,Não,Não,Sim,2593.7,447.937,1.217,5.693,0.0,350.0,0.0
Máquina A,4,21.6.2026,18:6:30.419,maqA_rodada_04.CSV,3753.3,826.7,35.0,0.0,61,61,62,Não,43,26.643,Não,Não,Sim,2593.7,447.937,1.217,5.693,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:31.467,maqA_rodada_05.CSV,2693.4,556.7,17.2,0.0,61,67,68,Não,51,19.645,Não,Não,Sim,2593.7,18.583,1.66,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:32.468,maqA_rodada_05.CSV,2157.2,383.5,19.4,0.0,45,45,45,Não,57,18.953,Não,Não,Sim,2593.7,5.556,0.053,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:33.464,maqA_rodada_05.CSV,1920.3,171.4,17.2,0.0,45,56,44,Não,57,7.293,Não,Não,Sim,2593.7,4.661,0.379,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:34.484,maqA_rodada_05.CSV,2369.2,536.3,13.4,0.0,53,50,56,Não,54,17.377,Não,Não,Sim,2593.7,2.471,2.385,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:35.482,maqA_rodada_05.CSV,1172.1,220.9,13.7,0.0,45,45,44,Não,56,9.839,Não,Não,Sim,2593.7,27.731,0.244,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:36.490,maqA_rodada_05.CSV,1458.9,110.2,9.6,0.0,45,45,44,Não,57,6.398,Não,Não,Sim,2593.7,10.529,0.506,5.607,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:37.495,maqA_rodada_05.CSV,3117.4,325.9,12.6,0.0,56,51,56,Não,51,10.301,Não,Não,Sim,2593.7,0.045,0.497,5.594,2130.0,300.0,87.0
Máquina A,5,21.6.2026,18:11:38.497,maqA_rodada_05.CSV,2868.0,460.2,14.1,0.0,51,50,51,Não,54,12.873,Não,Não,Sim,2593.7,0.07,0.003,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:39.524,maqA_rodada_05.CSV,2281.9,482.9,18.3,0.0,62,60,64,Não,50,15.154,Não,Não,Sim,2593.7,10.175,3.574,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:40.530,maqA_rodada_05.CSV,2868.0,452.0,13.1,0.0,59,60,58,Não,51,18.579,Não,Não,Sim,2593.7,0.293,0.437,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:41.530,maqA_rodada_05.CSV,3042.6,391.8,11.1,0.0,65,63,64,Não,49,14.885,Não,Não,Sim,2593.7,0.0,0.074,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:42.531,maqA_rodada_05.CSV,2930.3,420.3,12.1,0.0,58,63,58,Não,51,16.747,Não,Não,Sim,2593.7,0.0,0.04,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:43.536,maqA_rodada_05.CSV,2194.6,455.0,14.3,0.0,63,63,61,Não,50,18.032,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:44.537,maqA_rodada_05.CSV,3030.1,414.6,14.0,0.0,61,64,61,Não,50,18.176,Não,Não,Sim,2593.7,0.0,0.127,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:45.530,maqA_rodada_05.CSV,1882.9,424.6,12.5,0.0,61,61,61,Não,50,17.226,Não,Não,Sim,2593.7,0.032,0.015,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:46.535,maqA_rodada_05.CSV,2755.8,407.5,12.4,0.0,65,61,60,Não,50,16.771,Não,Não,Sim,2593.7,0.024,0.05,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:47.541,maqA_rodada_05.CSV,2768.9,423.9,10.1,0.0,64,63,65,Não,50,15.442,Não,Não,Sim,2594.3,0.02,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:48.544,maqA_rodada_05.CSV,2619.2,404.2,11.2,0.0,64,60,64,Não,49,17.431,Não,Não,Sim,2594.3,0.097,0.599,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:49.558,maqA_rodada_05.CSV,1022.5,256.5,7.4,0.0,46,45,45,Não,56,9.96,Não,Não,Sim,2593.7,0.294,0.09,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:50.567,maqA_rodada_05.CSV,1122.3,52.0,4.5,0.0,45,45,45,Não,56,4.955,Não,Não,Sim,2593.7,2.411,0.134,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:11:51.573,maqA_rodada_05.CSV,1296.8,37.3,4.7,0.0,46,45,45,Não,56,3.55,Não,Não,Sim,2593.7,0.0,0.003,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:11:52.591,maqA_rodada_05.CSV,1284.4,37.1,7.2,0.0,45,45,45,Não,56,4.087,Não,Não,Sim,2593.7,0.0,0.017,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:53.583,maqA_rodada_05.CSV,1022.5,38.6,6.5,0.0,45,45,44,Não,58,3.818,Não,Não,Sim,2593.7,0.0,0.004,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:54.587,maqA_rodada_05.CSV,2331.8,223.9,8.9,0.0,60,61,60,Não,51,9.65,Não,Não,Sim,2593.7,0.016,0.056,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:55.591,maqA_rodada_05.CSV,2656.0,428.2,13.9,0.0,58,59,58,Não,54,13.695,Não,Não,Sim,2593.7,0.0,0.002,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:56.615,maqA_rodada_05.CSV,1670.9,417.4,14.9,0.0,57,55,61,Não,53,14.434,Não,Não,Sim,2593.7,0.0,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:57.633,maqA_rodada_05.CSV,2643.5,407.4,10.2,0.0,59,55,50,Não,53,15.893,Não,Não,Sim,2593.7,0.0,0.003,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:11:58.625,maqA_rodada_05.CSV,2406.6,429.0,12.3,0.0,59,59,58,Não,52,14.215,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:11:59.627,maqA_rodada_05.CSV,2568.7,404.5,12.0,0.0,57,55,47,Não,54,14.892,Não,Não,Sim,2593.7,0.073,0.115,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:0.627,maqA_rodada_05.CSV,1633.5,436.3,19.1,0.0,59,62,59,Não,51,15.631,Não,Não,Sim,2593.7,0.076,0.06,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:1.627,maqA_rodada_05.CSV,1858.0,423.1,12.5,0.0,56,58,56,Não,52,15.181,Não,Não,Sim,2593.7,0.0,0.018,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:2.647,maqA_rodada_05.CSV,1858.0,423.1,12.5,0.0,56,69,56,Não,52,21.718,Não,Não,Sim,2593.7,0.0,0.018,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:3.637,maqA_rodada_05.CSV,2493.9,728.1,22.9,0.0,69,70,68,Não,49,26.243,Não,Não,Sim,2593.7,0.696,0.042,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:4.656,maqA_rodada_05.CSV,1147.2,123.9,15.8,0.0,45,46,45,Não,56,16.762,Não,Não,Sim,2593.7,0.0,0.423,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:5.668,maqA_rodada_05.CSV,1072.4,55.4,5.3,0.0,46,45,44,Não,57,4.697,Não,Não,Sim,2593.7,0.279,0.028,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:6.665,maqA_rodada_05.CSV,1147.2,51.0,9.7,0.0,45,45,44,Não,57,4.605,Não,Não,Sim,2593.7,0.065,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:7.662,maqA_rodada_05.CSV,1059.9,35.7,3.8,0.0,45,45,44,Não,57,3.783,Não,Não,Sim,2593.7,0.036,0.002,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:8.651,maqA_rodada_05.CSV,1197.1,38.6,3.6,0.0,45,45,44,Não,57,4.006,Não,Não,Sim,2593.7,0.0,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:9.680,maqA_rodada_05.CSV,2069.9,284.9,10.2,0.0,56,60,63,Não,53,12.201,Não,Não,Sim,2593.7,0.064,0.015,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:10.684,maqA_rodada_05.CSV,985.1,204.2,7.6,0.0,45,45,44,Não,57,10.039,Não,Não,Sim,2593.7,0.032,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:11.694,maqA_rodada_05.CSV,1222.0,44.4,8.0,0.0,45,45,44,Não,58,4.369,Não,Não,Sim,2593.7,0.0,0.012,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:12.702,maqA_rodada_05.CSV,1047.4,35.7,3.5,0.0,45,45,44,Não,58,3.761,Não,Não,Sim,2593.7,0.0,0.013,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:13.710,maqA_rodada_05.CSV,1359.2,53.6,10.9,0.0,45,45,44,Não,57,4.017,Não,Não,Sim,2593.7,0.0,0.025,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:14.716,maqA_rodada_05.CSV,1022.5,79.7,5.8,0.0,45,45,43,Não,58,4.839,Não,Não,Sim,2593.7,0.008,0.127,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:15.719,maqA_rodada_05.CSV,2868.0,286.1,14.5,0.0,53,60,50,Não,54,11.377,Não,Não,Sim,2593.7,0.0,0.027,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:16.741,maqA_rodada_05.CSV,1633.5,438.6,17.6,0.0,67,56,69,Não,52,16.709,Não,Não,Sim,2593.7,0.0,0.006,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:17.731,maqA_rodada_05.CSV,1858.4,459.8,14.2,0.0,60,60,60,Não,52,17.024,Não,Não,Sim,2594.3,0.073,0.028,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:18.751,maqA_rodada_05.CSV,1409.1,374.8,13.1,0.0,45,45,44,Não,57,14.639,Não,Não,Sim,2593.7,0.0,0.089,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:19.776,maqA_rodada_05.CSV,1022.5,59.9,8.8,0.0,45,45,43,Não,58,5.199,Não,Não,Sim,2593.7,0.572,0.019,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:20.769,maqA_rodada_05.CSV,997.6,40.7,5.1,0.0,45,45,44,Não,57,3.928,Não,Não,Sim,2593.7,0.0,0.126,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:21.792,maqA_rodada_05.CSV,1035.0,38.5,3.5,0.0,45,45,43,Não,58,4.432,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:12:22.788,maqA_rodada_05.CSV,1022.5,34.6,3.2,0.0,44,44,43,Não,58,3.504,Não,Não,Sim,2593.7,0.0,0.006,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:23.781,maqA_rodada_05.CSV,2780.7,107.4,5.9,0.0,62,59,50,Não,56,5.877,Não,Não,Sim,2593.7,0.064,0.006,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:24.781,maqA_rodada_05.CSV,2606.1,403.5,16.8,0.0,65,49,62,Não,53,14.637,Não,Não,Sim,2593.7,0.0,0.089,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:25.783,maqA_rodada_05.CSV,1995.1,432.1,13.9,0.0,61,65,61,Não,53,18.072,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:26.782,maqA_rodada_05.CSV,2219.6,429.1,11.2,0.0,64,58,64,Não,52,17.527,Não,Não,Sim,2593.7,0.004,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:27.785,maqA_rodada_05.CSV,1047.4,296.0,5.8,0.0,45,45,44,Não,57,12.441,Não,Não,Sim,2593.7,0.0,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:28.781,maqA_rodada_05.CSV,997.6,47.7,6.6,0.0,45,45,43,Não,58,4.639,Não,Não,Sim,2593.7,0.012,0.002,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:29.809,maqA_rodada_05.CSV,1022.5,41.8,4.5,0.0,44,45,43,Não,58,4.098,Não,Não,Sim,2593.7,0.0,0.137,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:30.818,maqA_rodada_05.CSV,1097.3,44.2,4.5,0.0,45,44,43,Não,58,4.243,Não,Não,Sim,2593.7,0.0,0.007,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:31.841,maqA_rodada_05.CSV,985.1,43.4,6.0,0.0,45,45,43,Não,58,3.998,Não,Não,Sim,2593.7,0.0,0.007,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:32.835,maqA_rodada_05.CSV,2568.7,183.8,9.3,0.0,58,63,60,Não,54,8.919,Não,Não,Sim,2593.7,0.0,0.005,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:33.835,maqA_rodada_05.CSV,2207.1,406.4,10.9,0.0,60,61,60,Não,52,16.587,Não,Não,Sim,2593.7,0.069,0.016,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:12:34.826,maqA_rodada_05.CSV,2207.1,406.4,10.9,0.0,60,69,60,Não,52,21.872,Não,Não,Sim,2593.7,0.069,0.016,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:35.831,maqA_rodada_05.CSV,3279.5,722.0,16.7,0.0,63,68,70,Não,48,24.359,Não,Não,Sim,2593.7,0.103,0.084,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:36.828,maqA_rodada_05.CSV,1359.2,119.8,9.7,0.0,45,45,44,Não,57,12.767,Não,Não,Sim,2593.7,0.036,0.188,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:37.850,maqA_rodada_05.CSV,1284.4,42.3,4.4,0.0,45,45,44,Não,57,4.565,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:38.848,maqA_rodada_05.CSV,1259.4,36.9,3.5,0.0,45,45,43,Não,58,3.869,Não,Não,Sim,2593.7,0.0,0.018,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:39.871,maqA_rodada_05.CSV,1047.4,39.3,3.2,0.0,45,45,44,Não,57,4.405,Não,Não,Sim,2593.7,0.065,0.077,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:12:40.867,maqA_rodada_05.CSV,1047.4,37.2,4.5,0.0,45,45,43,Não,58,3.801,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:41.865,maqA_rodada_05.CSV,2955.3,336.6,8.8,0.0,63,69,60,Não,52,14.033,Não,Não,Sim,2593.7,0.242,0.002,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:42.862,maqA_rodada_05.CSV,1882.9,414.4,14.6,0.0,65,66,63,Não,52,16.722,Não,Não,Sim,2593.7,0.0,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:43.864,maqA_rodada_05.CSV,2518.8,409.0,13.0,0.0,64,68,64,Não,53,16.94,Não,Não,Sim,2593.7,0.0,0.023,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:44.856,maqA_rodada_05.CSV,2967.7,419.9,11.9,0.0,67,69,60,Não,51,16.07,Não,Não,Sim,2593.7,0.064,0.012,5.594,0.0,99.8,0.0
Máquina A,5,21.6.2026,18:12:45.855,maqA_rodada_05.CSV,2880.5,404.8,10.4,0.0,65,55,67,Não,50,16.6,Não,Não,Sim,2593.7,0.322,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:46.876,maqA_rodada_05.CSV,1608.6,236.5,8.7,0.0,45,45,44,Não,58,10.674,Não,Não,Sim,2593.7,0.0,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:47.884,maqA_rodada_05.CSV,1059.9,51.9,3.9,0.0,45,45,44,Não,58,4.467,Não,Não,Sim,2593.7,0.789,0.009,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:48.882,maqA_rodada_05.CSV,1010.0,40.9,6.4,0.0,45,45,43,Não,58,4.366,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:49.877,maqA_rodada_05.CSV,947.7,40.3,3.6,0.0,45,45,43,Não,58,4.223,Não,Não,Sim,2593.7,0.0,0.08,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:50.898,maqA_rodada_05.CSV,935.2,42.2,3.4,0.0,45,45,43,Não,58,4.746,Não,Não,Sim,2593.7,0.032,0.006,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:51.912,maqA_rodada_05.CSV,2456.5,230.4,6.9,0.0,69,64,69,Não,52,11.177,Não,Não,Sim,2593.7,0.527,0.065,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:52.910,maqA_rodada_05.CSV,2818.1,425.0,12.3,0.0,59,64,59,Não,52,15.87,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:53.913,maqA_rodada_05.CSV,2755.8,410.4,16.2,0.0,65,64,66,Não,52,17.033,Não,Não,Sim,2593.7,0.0,0.092,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:54.930,maqA_rodada_05.CSV,3753.3,404.0,9.8,0.0,61,64,61,Não,52,15.646,Não,Não,Sim,2593.7,0.049,0.103,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:12:55.920,maqA_rodada_05.CSV,2643.5,401.2,11.1,0.0,62,63,62,Não,53,14.871,Não,Não,Sim,2593.7,0.0,0.002,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:56.920,maqA_rodada_05.CSV,2631.1,411.4,15.8,0.0,64,63,64,Não,53,16.43,Não,Não,Sim,2593.7,0.0,0.031,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:57.933,maqA_rodada_05.CSV,2531.3,402.8,14.5,0.0,64,65,64,Não,53,15.379,Não,Não,Sim,2593.7,0.008,0.006,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:58.948,maqA_rodada_05.CSV,2880.5,411.7,10.6,0.0,68,66,67,Não,50,15.416,Não,Não,Sim,2593.7,0.016,0.1,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:12:59.950,maqA_rodada_05.CSV,3204.7,423.8,14.1,0.0,62,63,62,Não,52,16.647,Não,Não,Sim,2593.7,0.089,0.046,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:0.954,maqA_rodada_05.CSV,2094.9,432.4,13.3,0.0,63,64,59,Não,52,16.601,Não,Não,Sim,2593.7,0.049,0.041,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:1.964,maqA_rodada_05.CSV,1022.5,72.1,4.0,0.0,45,45,45,Não,57,5.636,Não,Não,Sim,2593.7,0.064,0.02,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:2.960,maqA_rodada_05.CSV,1072.4,46.8,3.3,0.0,45,45,44,Não,58,4.718,Não,Não,Sim,2593.7,0.08,0.022,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:3.955,maqA_rodada_05.CSV,1471.4,36.7,8.2,0.0,45,45,44,Não,57,4.044,Não,Não,Sim,2593.7,1.745,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:4.968,maqA_rodada_05.CSV,1309.3,42.2,3.6,0.0,45,44,43,Não,58,4.57,Não,Não,Sim,2593.7,0.497,0.156,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:5.976,maqA_rodada_05.CSV,1097.3,37.0,3.2,0.0,45,61,43,Não,58,4.102,Não,Não,Sim,2593.7,0.511,0.011,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:13:6.977,maqA_rodada_05.CSV,3055.0,652.4,20.2,0.0,67,69,66,Não,46,22.553,Não,Não,Sim,2593.7,0.063,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:7.984,maqA_rodada_05.CSV,3055.0,652.4,20.2,0.0,67,67,66,Não,46,22.649,Não,Não,Sim,2593.7,0.063,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:8.985,maqA_rodada_05.CSV,1384.1,94.2,8.3,0.0,45,45,44,Não,57,11.861,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:9.996,maqA_rodada_05.CSV,1172.1,39.6,3.0,0.0,45,44,44,Não,58,4.34,Não,Não,Sim,2593.7,0.832,0.074,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:10.988,maqA_rodada_05.CSV,1458.9,41.1,8.2,0.0,44,44,43,Não,58,4.328,Não,Não,Sim,2593.7,0.646,0.007,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:11.998,maqA_rodada_05.CSV,997.6,36.3,3.2,0.0,44,44,43,Não,58,3.59,Não,Não,Sim,2593.7,0.004,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:12.982,maqA_rodada_05.CSV,2107.3,308.1,9.0,0.0,67,69,67,Não,49,14.36,Não,Não,Sim,2593.7,0.0,0.039,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:13:13.985,maqA_rodada_05.CSV,2007.6,449.9,15.2,0.0,63,62,63,Não,53,18.143,Não,Não,Sim,2593.7,0.0,0.029,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:14.985,maqA_rodada_05.CSV,3142.3,410.1,14.0,0.0,64,68,64,Não,52,18.745,Não,Não,Sim,2593.7,0.0,0.079,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:15.988,maqA_rodada_05.CSV,2719.0,412.5,9.9,0.0,69,64,60,Não,52,19.104,Não,Não,Sim,2594.3,0.0,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:16.989,maqA_rodada_05.CSV,1434.0,269.0,7.9,0.0,45,45,44,Não,57,12.552,Não,Não,Sim,2593.7,0.04,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:17.999,maqA_rodada_05.CSV,1097.3,42.4,5.5,0.0,45,45,44,Não,58,4.167,Não,Não,Sim,2593.7,0.0,0.003,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:13:18.993,maqA_rodada_05.CSV,1097.3,40.2,4.2,0.0,45,45,44,Não,58,4.493,Não,Não,Sim,2593.7,0.35,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:19.986,maqA_rodada_05.CSV,1197.1,39.2,3.5,0.0,44,45,43,Não,58,3.921,Não,Não,Sim,2593.7,0.0,0.008,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:20.984,maqA_rodada_05.CSV,1284.4,45.6,5.7,0.0,45,44,43,Não,58,4.336,Não,Não,Sim,2593.7,0.0,0.004,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:21.982,maqA_rodada_05.CSV,1683.4,221.6,10.2,0.0,58,48,58,Não,54,8.346,Não,Não,Sim,2593.7,0.129,0.005,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:22.999,maqA_rodada_05.CSV,2431.6,448.5,14.0,0.0,54,62,54,Não,55,15.478,Não,Não,Sim,2593.7,0.0,0.011,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:24.014,maqA_rodada_05.CSV,3067.5,436.9,11.2,0.0,57,61,57,Não,54,15.472,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:13:25.042,maqA_rodada_05.CSV,1084.8,380.6,10.1,0.0,45,45,44,Não,57,14.812,Não,Não,Sim,2593.7,0.393,0.083,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:26.036,maqA_rodada_05.CSV,1072.4,40.1,5.6,0.0,45,45,44,Não,58,4.263,Não,Não,Sim,2593.7,0.886,0.032,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:27.041,maqA_rodada_05.CSV,1159.7,43.4,6.6,0.0,44,44,44,Não,58,4.593,Não,Não,Sim,2593.7,0.0,0.01,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:28.037,maqA_rodada_05.CSV,1159.7,36.5,2.6,0.0,45,44,43,Não,58,3.75,Não,Não,Sim,2593.7,0.0,0.0,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:29.030,maqA_rodada_05.CSV,1109.8,41.8,5.7,0.0,45,45,43,Não,58,3.75,Não,Não,Sim,2593.7,0.0,0.146,5.594,0.0,350.0,0.0
Máquina A,5,21.6.2026,18:13:30.041,maqA_rodada_05.CSV,2020.1,105.8,8.8,0.0,61,58,61,Não,53,4.514,Não,Não,Sim,2593.7,0.0,0.095,5.594,0.0,300.0,0.0
Máquina A,5,21.6.2026,18:13:31.028,maqA_rodada_05.CSV,2232.0,396.2,13.6,0.0,57,58,56,Não,54,6.08,Não,Não,Sim,2593.7,0.093,0.0,5.594,0.0,300.0,0.0
