P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],Total upload [MB],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
91,95.6,45.0,4770,21:40:53.268,89.9,0.0,2.9,5.525,3092.4,90.2,2703.5,83,0.001,146.5,30,0.0,0.0,149.8,3666.0,3896.8,41.5,93.0,0.0,0.0,70,24,70,81.6,92,0.0,37,51.466,3941.9,0,94.4,12005,93.7,80,0.9,0.3,147.2,0.0,0.0,4289.5,0.0,20,0.976,0.1,2.1,88.9,30,0.0,0.0,0.021,2730.0,89.3,0.1,137.9,94.4,3124,144.5,71,0.0,8690,41.9,4.2,93,31.0,146.0,5.1,150.5,0.0,43.0,9,0.0,0.0,90.4,41.0,140.5,0.0,0.2,3819.5,0,0.0,0.0,76,0.3,3.796,46.868,3468.2,3092.4,89.3,93,3.7,7.6,543,13.469,0.0,0.0,17,29,9.9,31.0,94.4,7.6,91.7,0.0,1.02,3444.3,42,91.9,0.0,0.0,82.6,4289.5,88.2,1.4,0.3,87.4,91,49,0.3,87.3,152.9,0.404,0.0,70,1.0,2.3,147.6,42.0,88.4,0.0,24,53.126,0.0,43.0,86.8,30,0.0,0.3,37,0.1,53,2747.9,4289.5,5.0,0.0,0.0,1.02,4.1,51.044,37.0,1,90.6,154.4,36.8,3775.7,2618.8,21.6.2026,1.007,76,5,0.0,0.4,544,88.0,60.4,0.0,144.8,85.2,43.0,0.0,0.0,0.0,88.4,1.013,3691.0,52,84.2,0.066,13.5,350.0,0.0,0,0.951,3092.4,0.0,0.0,156.2,3092.4,0.0,0,0.0,1.033,3883.5,1.003,1.02,0,31.0,31.0,4056.5,147.6,3999.4,1.026,3618.4,4090.0,86.0,92.1
91,82.1,46.0,4765,21:40:54.282,93.6,0.0,6.3,5.525,3092.4,86.0,2572.4,83,0.001,141.9,29,0.0,0.0,151.7,3653.6,3910.6,41.5,90.5,0.0,0.0,70,24,71,92.3,92,0.0,37,51.466,3825.4,0,85.7,12006,92.6,76,0.0,0.0,139.0,0.0,0.0,4189.8,0.0,24,0.986,0.0,0.0,85.5,29,0.0,0.0,0.0,2624.2,84.6,0.4,148.4,93.6,3130,139.2,71,0.0,8688,41.9,4.2,92,31.0,150.0,5.4,132.7,0.0,44.0,9,0.0,0.0,91.2,42.0,128.7,7.0,0.4,3869.0,0,0.0,2.2,77,0.4,3.796,46.868,3329.5,3092.4,83.2,92,8.9,7.5,543,13.469,0.0,0.0,17,29,9.3,31.0,91.1,6.6,80.9,0.0,0.963,3884.1,41,92.1,0.0,0.0,79.7,4090.0,92.5,0.0,6.5,86.6,91,50,1.4,85.0,148.8,0.404,0.0,71,0.0,5.2,142.1,42.0,88.1,0.0,23,46.251,0.0,41.0,87.2,30,0.0,1.0,37,0.2,53,2561.1,4389.3,4.9,0.0,0.0,0.966,3.9,51.004,36.0,1,84.3,149.9,36.6,3579.3,2364.5,21.6.2026,1.065,76,5,0.0,4.6,544,83.8,60.3,0.0,138.9,76.8,42.0,0.0,0.0,0.0,88.1,1.002,3591.2,53,90.2,0.005,17.9,350.0,0.0,0,0.931,3092.4,0.0,0.0,135.6,3092.4,0.0,0,0.0,0.992,3421.4,1.022,1.053,0,31.0,31.0,3475.7,142.1,3866.2,0.97,3475.7,4189.8,84.8,92.5
59,89.0,46.0,4748,21:40:55.302,98.3,0.0,4.2,5.525,1097.3,87.4,2502.1,61,0.005,150.3,41,0.0,0.0,159.7,2730.8,4117.5,41.8,88.2,0.0,0.0,59,39,59,93.3,67,0.0,37,52.887,3710.1,0,90.3,12028,91.4,67,0.0,0.0,136.4,0.0,0.0,4489.0,0.0,33,1.018,0.2,4.0,90.1,41,0.3,0.0,0.0,2700.1,83.5,0.4,150.7,98.3,3147,140.9,58,0.0,8667,41.8,4.2,68,11.0,145.9,6.7,140.2,0.0,41.0,41,0.0,0.0,88.6,44.0,140.2,0.0,0.3,3721.4,0,0.0,3.0,68,0.3,3.877,48.204,3353.0,1097.3,78.7,68,7.1,4.2,543,13.476,0.0,0.0,39,42,20.7,11.0,89.6,7.8,86.1,0.0,0.672,3906.5,41,97.5,0.0,0.0,85.0,4489.0,90.3,0.0,0.1,92.2,68,50,1.3,83.0,144.5,0.429,0.0,59,0.0,2.3,144.9,42.0,89.4,0.0,32,3.75,0.0,45.0,85.5,41,0.0,0.9,37,0.2,52,2417.7,4090.0,2.6,0.0,0.0,0.672,0.4,54.23,39.0,1,87.3,147.3,27.4,3508.0,2521.7,21.6.2026,0.677,61,5,0.0,0.0,544,83.6,60.1,0.0,137.3,81.9,45.0,0.0,0.0,0.0,89.4,0.85,3890.5,52,92.3,0.013,17.5,350.0,0.5,0,0.986,1097.3,0.0,0.0,145.8,1097.3,0.0,0,0.0,1.048,3615.0,0.959,0.677,0,11.0,11.0,3750.6,145.0,3764.9,1.081,3503.3,4389.3,86.9,89.7
48,0.0,46.0,4698,21:40:56.297,14.3,0.0,0.0,5.525,3092.4,4.4,111.0,48,0.003,0.6,53,0.2,0.0,10.5,1995.1,243.2,41.8,17.1,0.0,89.8,48,52,47,6.4,49,0.0,37,4.467,216.4,0,0.0,12080,5.3,48,0.0,72.0,0.0,72.4,0.0,1396.6,0.0,52,0.678,0.1,7.4,0.8,53,0.0,0.0,0.034,8.3,0.0,0.3,4.2,15.8,3197,5.9,48,5.1,8615,41.6,4.2,50,31.0,0.0,48.8,0.0,0.0,45.0,52,0.0,10.3,0.0,4.0,0.0,0.0,0.0,0.5,0,0.0,0.0,48,0.2,2.728,1.335,63.1,2992.7,0.0,50,0.0,99.1,543,1.8,0.0,0.0,52,52,99.9,30.0,5.1,89.8,0.1,0.0,0.686,87.5,41,14.1,0.0,0.0,0.0,1396.6,0.3,84.2,33.1,0.0,48,50,1.3,0.0,10.1,0.115,0.0,47,0.0,6.5,3.0,42.0,4.3,0.0,52,2.5,14.1,14.0,0.0,52,0.0,0.7,37,0.2,49,0.6,4489.0,2.1,41.8,0.0,0.691,9.0,5.036,39.0,1,0.0,3.9,20.0,0.7,0.6,21.6.2026,0.954,48,5,0.0,0.0,544,9.9,59.5,0.0,0.6,0.0,14.0,0.0,0.0,2.8,4.3,0.841,3890.5,48,5.9,0.0,99.9,350.0,1.5,0,0.981,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.678,0.8,1.054,0.929,0,11.0,11.0,0.5,3.0,86.9,1.056,63.8,399.0,9.9,15.8
44,0.0,45.0,4698,21:40:57.306,9.8,0.0,0.0,5.525,1097.3,3.7,91.9,46,0.009,2.9,53,0.0,0.0,5.1,1321.8,118.7,41.8,16.9,0.0,97.4,47,54,47,0.6,48,0.0,37,4.597,184.9,0,0.0,12080,0.2,48,0.0,73.4,0.2,83.7,0.0,1995.1,0.0,52,0.686,0.2,2.3,4.5,53,0.2,0.0,0.0,49.8,0.0,0.4,0.2,16.4,3197,5.2,47,1.1,8615,41.6,4.2,49,11.0,0.0,48.2,0.1,0.0,14.0,56,0.0,6.7,0.0,14.0,0.5,0.0,0.4,0.4,0,0.0,0.0,45,0.4,3.045,1.018,43.2,1097.3,0.3,48,0.0,95.4,543,1.897,0.0,0.0,54,53,99.6,11.0,3.0,91.3,0.1,0.0,0.686,3.0,40,9.8,0.0,0.0,2.5,1396.6,0.3,93.9,59.8,6.3,48,50,1.8,0.6,7.8,0.133,0.0,47,0.0,8.3,2.0,42.0,4.0,0.0,55,1.875,7.0,14.0,0.0,53,0.0,1.2,37,0.3,48,3.7,1396.6,2.0,18.6,0.0,0.691,2.2,4.634,14.0,1,1.8,2.4,13.2,0.4,8.2,21.6.2026,0.684,46,5,0.0,0.0,544,8.4,59.4,0.0,0.0,0.7,20.0,0.0,0.0,0.0,4.0,0.696,1396.6,49,0.2,0.128,99.2,350.0,0.0,0,0.671,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.714,0.7,0.694,0.689,0,11.0,11.0,0.4,2.0,56.1,0.726,37.7,1396.6,9.0,16.4
45,0.0,45.0,4697,21:40:58.325,4.9,0.0,0.0,5.525,1097.3,3.0,50.8,47,0.005,4.0,53,0.9,0.0,2.9,1471.4,64.6,41.8,15.9,0.0,97.8,47,54,47,0.0,49,0.0,37,4.479,199.4,0,36.1,12080,0.0,48,0.0,74.7,0.0,85.9,0.0,1396.6,0.0,52,0.694,0.0,0.0,6.6,53,0.0,0.0,0.195,73.0,0.0,0.3,0.1,36.1,3198,3.1,47,0.8,8615,41.6,4.2,49,11.0,0.0,48.4,0.0,0.0,14.0,55,0.0,6.2,0.0,18.0,0.3,0.0,0.6,0.4,0,0.0,0.0,44,1.5,2.915,1.078,36.3,1795.6,0.1,48,0.0,93.2,543,1.828,0.0,0.0,53,53,99.9,18.0,2.3,94.9,0.0,0.0,0.748,1.3,41,6.0,0.0,0.0,1.1,1396.6,0.7,96.8,61.6,7.2,48,49,1.2,0.7,8.2,0.121,0.0,47,0.0,8.5,1.7,42.0,5.8,0.0,56,3.125,4.7,14.0,0.0,53,0.0,0.8,37,0.2,48,0.5,1396.6,1.9,18.5,0.0,0.687,4.6,4.499,8.0,1,0.0,1.5,14.8,0.5,6.9,21.6.2026,0.688,46,5,0.0,0.0,544,4.7,59.4,0.0,0.0,0.6,14.0,0.0,0.0,2.2,5.8,0.713,798.0,49,0.2,0.102,99.3,350.0,0.0,0,0.646,1097.3,0.0,0.0,0.0,1795.6,0.0,0,0.0,0.689,0.4,0.689,0.748,0,18.0,11.0,0.4,1.7,37.3,0.763,31.2,1795.6,4.3,14.5
46,0.0,45.0,4696,21:40:59.338,7.5,0.0,0.0,5.525,1097.6,2.8,40.3,48,0.003,0.3,53,0.0,0.0,6.3,2294.9,151.3,41.8,18.0,0.0,97.8,48,52,47,0.0,53,0.0,37,2.969,260.1,0,0.0,12080,22.4,48,0.0,86.2,0.0,90.3,0.0,4490.1,0.0,52,1.046,0.3,0.2,0.5,53,0.2,0.0,0.0,5.5,0.0,0.2,0.1,22.4,3198,2.0,48,7.0,8615,41.6,4.2,49,11.0,0.0,49.4,0.0,0.0,14.0,54,0.0,1.1,0.0,45.0,0.1,0.0,0.2,0.4,0,0.0,0.0,49,0.2,1.696,0.945,43.9,2993.4,0.0,49,0.0,99.4,543,1.034,0.0,0.0,52,52,99.9,30.0,3.2,96.2,0.0,0.0,1.029,2.1,40,7.5,0.0,0.0,0.0,1696.3,0.0,96.2,15.5,0.0,49,48,0.7,0.0,11.3,0.083,0.0,47,0.0,2.2,1.9,42.0,5.4,0.0,51,1.25,13.1,17.0,14.4,52,0.0,0.4,37,0.1,48,0.5,1396.9,1.9,60.4,0.0,0.669,0.3,2.69,20.0,1,1.2,2.6,23.0,0.7,0.6,21.6.2026,1.054,48,5,0.0,0.0,544,3.5,59.4,0.0,0.0,0.0,45.0,0.0,0.0,35.6,5.4,0.923,1995.6,48,0.1,0.003,99.9,350.0,0.0,0,0.728,1097.6,0.0,0.0,0.0,1097.6,0.0,0,0.0,1.041,0.4,0.685,1.069,0,11.0,11.0,0.4,1.9,64.7,0.792,48.1,4490.1,2.8,16.7
47,0.0,43.0,4733,21:41:0.337,4.6,0.0,0.0,5.525,1097.3,3.1,91.3,53,0.004,0.5,52,0.7,0.0,4.1,3005.1,108.2,41.8,18.7,0.0,97.8,48,51,48,0.2,50,0.0,37,3.863,309.8,0,8.5,11965,1.1,48,0.0,80.6,0.0,83.2,0.0,4489.0,0.0,52,1.032,0.2,1.2,0.9,52,0.2,0.0,0.053,10.9,0.0,0.4,0.2,18.2,3162,5.2,48,13.2,8730,42.1,4.2,62,11.0,0.0,48.5,0.0,0.0,44.0,53,0.0,1.9,0.0,44.0,1.7,0.0,0.0,0.4,0,0.0,0.3,53,0.7,2.417,1.005,49.4,2992.7,0.0,61,0.0,99.0,543,1.454,0.0,0.0,47,52,99.9,30.0,1.1,91.6,0.0,0.0,1.019,5.6,39,4.9,0.0,0.0,2.7,4489.0,0.0,97.2,31.1,0.7,53,48,1.8,0.0,12.5,0.126,0.0,48,0.0,5.6,2.1,42.0,3.7,0.0,47,16.25,16.4,45.0,0.0,52,0.0,1.1,37,0.3,48,0.4,4389.3,1.9,44.4,0.0,1.03,10.4,3.903,38.0,1,0.0,1.3,30.1,0.5,30.5,21.6.2026,1.019,49,5,0.0,0.0,544,8.1,59.9,0.0,0.0,2.7,45.0,0.0,0.0,9.8,3.7,1.038,3790.7,46,0.2,0.0,97.2,350.0,0.0,0,0.961,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.067,0.4,1.042,1.029,0,11.0,11.0,0.4,2.1,34.1,1.066,49.0,4389.3,8.5,18.2
72,0.0,45.0,4798,21:41:1.340,77.7,0.0,4.1,5.525,1097.3,14.9,234.6,72,0.002,9.0,42,0.0,0.0,132.1,2793.2,3416.8,41.8,36.0,0.0,74.4,58,36,58,18.0,78,0.0,37,21.825,1474.9,0,32.5,11911,18.8,71,3.5,40.5,2.6,1.0,0.0,4489.0,0.0,29,1.009,0.0,2.3,8.4,42,0.0,0.0,0.0,170.7,0.1,0.2,28.8,77.7,3097,12.7,58,0.0,8784,42.4,4.2,78,11.0,0.1,47.2,0.0,0.0,45.0,28,0.0,0.0,0.1,45.0,3.5,0.0,0.2,1.7,0,0.0,3.6,68,0.2,3.088,18.152,578.4,1097.3,3.8,78,2.9,86.6,543,5.783,0.0,0.0,28,42,96.0,11.0,18.0,81.9,0.0,0.0,1.071,737.8,40,77.3,0.0,0.0,6.3,4489.0,2.9,70.6,41.4,9.4,72,48,0.8,6.5,56.5,0.165,0.0,58,3.4,9.0,22.9,42.0,19.8,0.0,32,16.875,0.0,45.0,14.6,42,0.0,0.6,37,0.1,48,49.2,4489.0,3.7,15.9,0.0,1.071,17.6,20.918,39.0,1,0.0,29.8,28.0,5.0,74.2,21.6.2026,1.036,64,5,0.0,0.0,544,13.6,60.7,0.0,0.2,4.2,45.0,0.0,0.0,0.0,19.8,1.05,3890.5,48,16.9,0.005,95.3,350.0,7.3,0,0.991,1097.3,0.0,0.0,0.1,1097.3,0.0,0,0.0,1.061,0.9,1.039,1.056,0,11.0,11.0,1.1,22.9,774.2,1.061,653.6,4489.0,14.4,36.1
69,0.0,45.0,4815,21:41:2.341,79.1,0.0,3.7,5.525,3092.4,14.6,164.6,67,0.004,5.7,49,0.0,0.0,134.0,2905.4,3461.9,41.8,37.2,0.0,77.7,50,44,51,10.7,79,0.0,37,21.317,1406.4,0,0.0,11910,22.5,45,5.6,34.9,7.9,0.0,0.0,4489.0,0.0,55,1.044,0.3,5.4,3.6,49,0.2,0.0,0.0,76.4,0.4,0.3,18.5,79.1,3080,10.8,50,0.0,8785,42.4,4.2,69,31.0,0.0,45.0,0.0,0.0,45.0,31,0.0,0.0,0.0,45.0,6.7,7.8,0.2,0.6,0,0.0,1.3,62,0.2,3.042,17.73,556.5,1097.3,7.0,69,5.6,91.7,543,5.802,0.0,0.0,33,50,82.8,11.0,22.0,82.2,0.0,0.0,1.027,474.4,40,79.1,0.0,0.0,3.8,1396.6,0.0,61.7,58.0,2.6,69,48,0.9,3.8,56.0,0.16,0.0,51,0.0,13.9,22.9,42.0,16.3,0.0,38,16.875,0.0,14.0,0.0,50,0.0,0.7,37,0.1,49,121.4,4489.0,5.3,0.0,0.0,1.042,19.8,21.85,39.0,1,26.3,34.4,29.1,16.3,90.5,21.6.2026,1.059,56,5,0.0,6.0,544,9.6,60.9,0.0,0.6,4.9,45.0,0.0,0.0,0.0,16.3,1.042,3890.5,48,10.8,0.003,87.3,350.0,9.5,0,0.991,3092.4,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.044,1.4,1.054,1.022,0,11.0,31.0,0.7,22.9,863.9,1.044,643.7,4489.0,9.4,37.1
51,0.0,45.0,4826,21:41:3.329,82.0,0.0,0.0,5.525,3092.4,12.9,215.1,51,0.005,1.1,52,0.2,0.0,139.7,2705.9,3612.4,41.8,29.4,0.0,80.6,48,48,48,10.2,69,0.0,36,20.125,1119.8,0,0.0,11910,16.9,50,2.1,46.3,0.0,1.1,0.0,1396.6,0.0,50,1.029,0.0,12.6,1.4,52,0.0,0.0,0.067,19.9,0.0,0.4,16.4,82.0,3069,12.4,48,0.0,8785,42.4,4.2,70,31.0,0.0,50.5,0.1,0.0,21.0,49,0.0,0.0,0.0,45.0,0.2,0.0,0.2,0.3,0,0.0,7.3,70,0.4,3.22,16.352,509.1,3092.4,0.0,70,1.2,98.4,543,5.524,0.0,0.0,49,52,100.0,31.0,17.3,83.5,0.0,0.0,1.047,412.0,40,82.0,0.0,0.0,0.0,1396.6,0.0,58.6,13.9,2.6,70,49,1.5,1.2,44.1,0.167,0.0,48,2.9,5.7,20.2,42.0,13.1,0.0,30,15.0,0.0,14.0,0.0,52,0.0,1.1,36,0.3,49,0.4,2094.9,5.2,45.1,0.0,1.047,13.0,20.013,39.0,1,0.0,28.1,27.1,0.6,2.8,21.6.2026,1.039,52,5,0.0,0.0,544,14.4,61.1,0.0,0.0,0.1,14.0,0.0,0.0,0.0,13.1,0.994,3890.5,49,10.6,0.074,99.9,350.0,10.5,0,0.988,2992.7,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.028,0.6,0.694,1.039,0,31.0,30.0,0.4,20.2,725.1,1.028,587.5,4489.0,15.2,29.0
59,0.0,45.0,4829,21:41:4.336,75.8,0.0,4.4,5.525,1097.3,12.4,178.6,50,0.001,3.6,51,2.0,0.0,127.6,2406.6,3296.8,41.5,33.9,0.0,83.2,49,47,49,7.9,74,0.0,36,18.237,1347.1,0,35.9,11918,16.6,53,2.3,52.1,0.4,0.0,0.0,4489.0,0.0,47,1.046,0.0,0.1,2.8,51,0.0,0.0,1.305,67.7,0.0,0.1,12.9,75.8,3066,9.8,49,0.0,8777,42.4,4.2,74,11.0,0.0,48.6,0.0,0.0,45.0,41,0.0,0.0,0.0,45.0,0.5,0.0,0.0,0.5,0,0.0,9.6,65,2.0,3.067,14.626,497.8,1097.3,0.5,74,4.8,92.3,543,5.459,0.0,0.0,50,51,99.5,11.0,16.9,83.7,0.1,0.0,1.024,327.7,41,75.8,0.0,0.0,1.7,1396.6,44.8,81.2,8.7,2.2,65,49,0.5,0.0,52.7,0.142,0.0,49,1.1,5.7,19.6,42.0,20.1,0.0,35,4.375,0.0,14.0,12.2,51,0.0,0.4,36,0.1,49,6.3,4489.0,5.6,44.1,0.0,0.685,22.1,18.325,39.0,1,0.0,28.3,24.1,0.5,8.7,21.6.2026,1.023,53,5,0.0,0.0,544,10.8,61.1,0.0,0.0,0.4,45.0,0.0,0.0,0.0,20.1,0.992,3890.5,49,8.0,0.0,99.5,350.0,0.9,0,0.988,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,1.076,1.0,1.028,1.023,0,11.0,11.0,0.5,19.6,737.8,1.035,572.7,4489.0,10.5,33.7
43,0.0,44.0,4687,21:41:5.335,23.5,0.0,0.0,5.525,1097.3,4.9,23.3,46,0.006,3.4,53,0.0,0.0,28.7,2232.0,735.3,41.5,18.0,0.0,93.5,47,54,47,6.0,48,0.0,36,7.196,256.2,0,0.0,12091,0.4,45,0.1,73.7,0.0,59.5,0.0,2693.4,0.0,55,0.78,0.2,0.0,5.9,53,0.2,0.0,0.0,66.8,0.0,0.4,9.4,28.6,3208,1.3,47,2.6,8604,41.5,4.2,47,11.0,0.0,49.1,0.1,0.0,44.0,57,0.0,7.3,0.0,27.0,0.1,0.0,0.2,0.4,0,0.0,0.0,50,0.2,2.846,3.882,121.1,2992.7,0.0,47,0.0,94.0,543,2.416,0.0,0.0,54,53,99.9,30.0,3.2,97.7,0.0,0.0,0.84,242.2,40,23.5,0.0,0.0,0.2,1795.6,0.0,96.4,31.1,5.7,50,49,1.5,0.0,10.8,0.128,0.0,47,1.0,5.6,4.9,42.0,9.1,0.0,50,1.875,9.5,18.0,25.3,53,0.0,1.0,36,0.3,46,0.5,4389.3,0.2,45.3,0.0,0.686,13.4,7.831,12.0,1,28.6,5.3,22.4,0.5,1.1,21.6.2026,1.03,46,5,0.0,0.0,544,2.1,59.3,0.0,0.0,0.1,27.0,0.0,0.0,3.2,9.1,0.868,1197.1,48,6.0,0.004,99.8,350.0,0.0,0,0.703,1097.3,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.767,0.4,1.045,1.045,0,11.0,11.0,0.5,4.9,125.7,0.756,136.3,2693.4,2.2,17.0
