P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
43,16.8,44.0,5192,20:33:52.366,13.1,0.0,0.0,3.333,1097.3,3.5,0.4,44,0.007,2.3,54,0.2,0.0,7.8,1035.0,185.4,41.0,0.7,0.0,99.4,46,55,46,0.8,48,0.0,37,4.922,5.9,0,16.4,9580,3.0,43,0.0,70.8,0.0,76.5,0.0,897.8,0.0,57,0.65,0.1,1.6,4.0,54,0.0,0.0,0.077,40.8,0.1,0.5,0.2,16.4,2703,0.0,46,1.0,11626,54.8,8.9,48,11.0,0.0,49.3,0.0,0.0,10.0,57,0.0,2.7,0.0,10.0,0.6,0.0,0.0,0.4,0,0.0,0.0,44,0.2,3.21,1.176,43.0,1097.3,0.0,46,0.0,95.5,1191,1.852,0.0,0.0,56,54,99.9,11.0,5.7,99.9,0.0,0.69,4.6,41,13.0,0.0,0.0,0.0,897.8,0.4,90.8,62.1,4.4,46,48,1.9,0.0,0.5,0.147,0.0,46,0.0,8.8,1.9,42.0,3.3,0.0,56,3.125,9.6,9.0,0.0,54,0.0,1.2,37,0.3,48,0.5,997.6,0.0,16.4,0.0,0.685,6.7,4.918,4.0,0,0.4,3.4,10.4,0.5,10.3,21.6.2026,0.686,45,0.0,0.0,646,0.0,65.7,0.0,0.0,1.0,9.0,0.0,0.0,3.3,0.672,399.0,48,0.4,0.0,98.9,350.0,0.0,0,0.633,1097.3,0.0,0.0,8.0,1197.1,0.0,0,0.0,0.645,0.4,0.656,0.684,0,12.0,11.0,191.6,1.9,75.4,0.677,47.5,997.6,0.4,0.9
43,16.8,43.0,5192,20:33:53.364,10.5,0.0,0.0,3.333,997.6,3.1,0.5,44,0.004,2.5,55,0.0,0.0,5.5,997.6,131.2,41.0,0.7,0.0,99.8,45,56,45,0.4,46,0.0,37,4.803,6.6,0,16.5,9581,5.8,43,0.0,79.8,0.0,73.0,0.0,897.8,0.0,57,0.645,0.1,0.0,4.2,55,0.1,0.0,0.0,43.7,0.0,0.1,0.0,34.8,2703,0.0,45,5.7,11626,54.8,8.9,48,10.0,0.0,49.2,0.0,0.0,10.0,57,0.0,7.0,0.0,9.0,0.9,0.0,0.2,0.5,0,0.0,0.0,45,0.2,3.099,1.191,35.9,1097.3,0.0,47,0.0,95.4,1191,1.816,0.0,0.0,56,55,99.9,11.0,2.7,99.9,0.1,0.685,0.9,41,10.6,0.0,0.0,4.6,897.8,1.8,95.9,27.1,4.5,45,47,0.3,0.3,0.5,0.131,0.0,45,0.0,5.0,1.6,42.0,8.0,0.0,55,2.5,23.4,9.0,15.8,55,0.0,0.3,37,0.1,48,0.5,997.6,0.0,50.4,0.0,0.688,12.6,4.12,4.0,0,0.3,1.3,10.0,0.5,15.7,21.6.2026,0.68,44,0.0,0.0,646,0.0,65.7,0.0,0.0,1.5,9.0,0.0,0.0,8.0,0.671,399.0,48,0.1,0.005,98.4,350.0,0.0,0,0.633,1097.3,0.0,0.0,8.4,1097.3,0.0,0,0.0,0.646,0.5,0.655,0.685,0,11.0,11.0,201.3,1.6,29.3,0.682,38.7,897.8,0.3,34.8
42,16.0,43.0,5194,20:33:54.373,11.0,0.0,0.0,3.333,1097.3,3.9,0.4,44,0.004,5.0,55,1.5,0.0,5.8,1109.8,140.3,41.0,0.6,0.0,98.5,45,56,45,1.4,46,0.0,37,3.971,5.3,0,15.5,9575,4.5,45,0.0,67.5,0.8,68.3,0.0,997.6,0.0,55,0.671,0.0,0.0,8.5,55,0.0,0.0,4.981,89.6,0.0,0.4,1.2,18.8,2701,0.0,45,0.0,11632,54.8,8.9,48,11.0,0.0,48.4,0.0,0.0,13.0,58,0.0,0.7,0.0,13.0,1.2,0.0,0.6,0.4,0,0.0,0.0,45,2.1,2.741,0.787,44.4,1097.3,1.4,45,0.0,90.9,1191,1.581,0.0,0.0,56,55,98.6,11.0,4.7,99.9,0.0,0.689,28.9,40,11.5,0.0,0.0,2.2,897.8,0.1,93.6,69.9,8.7,45,47,1.7,1.4,0.5,0.117,0.0,45,0.0,10.7,2.0,42.0,6.5,0.0,55,2.5,3.9,9.0,18.8,55,0.0,1.1,37,0.3,46,14.9,1296.8,0.0,9.8,0.0,0.689,16.1,4.665,4.0,0,1.6,2.3,11.1,0.4,22.1,21.6.2026,0.683,44,0.0,0.0,646,0.0,65.7,0.0,0.0,2.1,10.0,0.0,0.0,6.5,0.677,399.0,48,1.4,0.04,97.7,350.0,0.0,0,0.633,1097.3,0.0,0.0,7.2,1097.3,0.0,0,0.0,0.646,0.4,0.671,0.684,0,11.0,11.0,171.9,2.0,58.1,0.681,44.3,1296.8,0.1,12.6
50,72.3,45.0,5201,20:33:55.379,76.8,0.0,14.0,3.333,1097.3,65.7,1803.8,51,0.006,101.8,50,2.2,0.0,122.5,2144.8,3155.3,41.0,63.2,0.0,17.8,50,50,50,66.2,52,0.0,37,4.868,2629.5,0,72.8,9580,70.1,49,0.2,8.7,97.1,0.0,0.0,4489.0,0.0,51,1.018,0.1,10.4,65.9,50,0.0,0.0,0.45,1864.9,60.4,0.5,105.1,76.8,2694,98.0,50,0.0,11627,54.8,8.9,73,11.0,100.6,11.5,102.8,0.0,20.0,50,0.0,0.0,62.3,40.0,97.2,14.1,0.2,2584.4,0,0.0,4.6,50,2.4,3.195,1.137,2434.6,1097.3,62.0,73,13.3,19.1,1191,1.826,0.0,0.0,49,50,22.9,11.0,69.9,21.0,63.2,0.726,2696.3,41,76.2,0.0,0.0,62.7,2294.4,62.1,13.9,13.5,66.6,51,47,1.8,63.8,102.3,0.145,0.0,50,1.9,13.5,104.1,42.0,66.1,0.0,50,44.376,0.0,23.0,60.0,50,0.0,1.2,37,0.3,49,1777.2,1995.1,8.9,2.9,0.0,0.719,17.1,15.09,17.0,0,63.0,112.1,21.5,2517.8,1775.5,21.6.2026,0.681,50,0.0,16.5,646,65.0,65.8,0.0,97.6,62.0,45.0,0.0,0.0,66.1,0.8,1695.9,49,65.8,0.004,20.4,350.0,1.6,0,0.696,1097.3,0.0,0.0,111.9,1097.3,0.0,0,0.0,1.049,2642.7,0.711,0.726,0,11.0,11.0,2877.3,104.1,2890.2,0.765,2554.6,3990.2,65.9,63.0
43,15.9,43.0,5200,20:33:56.401,7.7,0.0,0.0,3.333,1097.3,3.7,31.7,45,0.006,3.0,55,0.0,0.0,4.2,1059.9,96.4,41.0,0.7,0.0,84.0,45,55,45,1.0,48,0.0,36,31.346,6.7,0,14.6,9580,3.2,45,0.0,69.3,1.2,78.7,0.0,997.6,0.0,55,0.689,0.0,0.6,5.1,55,0.0,0.0,0.0,53.9,0.0,0.3,0.8,14.6,2695,2.1,45,4.1,11627,54.8,8.9,48,11.0,0.0,50.2,0.0,0.0,11.0,57,0.0,1.3,0.0,11.0,1.1,0.0,0.0,0.3,0,0.0,4.7,44,0.0,4.064,26.238,42.0,1097.3,2.0,46,0.0,94.6,1191,9.073,0.0,0.0,55,55,97.9,11.0,4.9,97.1,0.0,0.684,18.5,40,8.7,0.0,0.0,1.2,897.8,0.0,87.9,47.6,4.3,45,48,1.2,1.3,0.5,0.644,0.0,45,4.4,8.3,2.0,42.0,3.1,0.0,56,1.875,10.7,9.0,0.9,55,0.0,0.8,36,0.2,48,21.2,1097.3,13.7,26.9,0.0,0.683,4.2,20.999,4.0,0,0.0,3.4,10.6,0.4,20.0,21.6.2026,0.684,45,0.0,0.0,646,2.9,65.8,0.0,0.0,1.9,10.0,0.0,0.0,3.1,0.675,399.0,48,1.8,0.0,97.9,350.0,5.3,0,0.633,1097.3,0.0,0.0,7.6,1097.3,0.0,0,0.0,0.648,0.5,0.654,0.684,0,11.0,11.0,182.2,2.0,72.4,0.675,41.9,1097.3,2.8,0.0
41,21.1,43.0,5200,20:33:57.401,10.3,0.0,0.0,3.333,1097.3,3.4,0.4,44,0.006,2.1,53,0.0,0.0,5.5,1022.5,131.7,41.0,0.6,0.0,98.8,47,55,47,0.9,48,0.0,36,4.672,5.9,0,21.0,9580,3.2,45,0.0,74.2,0.3,83.2,0.0,897.8,0.0,55,0.65,0.0,0.0,3.5,53,0.0,0.0,0.0,36.2,0.0,0.4,0.3,21.0,2695,0.0,47,2.5,11627,54.8,8.9,48,11.0,0.0,49.2,0.0,0.0,10.0,59,0.0,1.5,0.0,10.0,1.0,0.0,0.5,0.4,0,0.0,0.0,42,0.5,2.991,1.171,44.2,1097.3,0.5,47,0.0,96.2,1191,1.712,0.0,0.0,56,53,99.4,11.0,3.0,99.9,0.0,0.684,5.3,40,10.4,0.0,0.0,0.0,897.8,1.8,95.9,55.2,3.8,47,47,1.6,0.0,0.5,0.138,0.0,47,0.0,7.2,1.9,42.0,4.7,0.0,58,1.875,9.2,9.0,0.0,53,0.0,1.0,36,0.3,46,5.1,997.6,0.0,18.8,0.0,0.685,2.7,4.686,4.0,0,0.3,1.8,10.2,0.4,17.7,21.6.2026,0.684,45,0.0,0.0,646,0.0,65.8,0.0,0.0,1.6,9.0,0.0,0.0,4.7,0.671,399.0,48,0.5,0.02,98.2,350.0,0.0,0,0.633,1097.3,0.0,0.0,11.5,1097.3,0.0,0,0.0,0.65,0.4,0.65,0.684,0,11.0,11.0,282.2,1.9,44.9,0.677,49.4,997.6,0.0,15.0
41,17.8,44.0,5199,20:33:58.413,11.3,0.0,0.0,3.333,1097.3,3.8,1.0,44,0.005,5.0,55,0.3,0.0,7.2,1072.4,175.0,41.0,0.6,0.0,98.3,45,56,45,1.1,46,0.0,36,4.777,6.0,0,17.3,9580,0.0,43,0.0,75.7,0.7,74.7,0.0,1097.3,0.0,57,0.651,0.1,0.0,8.6,55,0.0,0.0,0.082,90.0,0.1,0.5,0.5,17.3,2696,0.1,46,0.8,11627,54.8,8.9,48,11.0,0.0,48.5,0.0,0.0,11.0,59,0.0,8.9,0.1,11.0,0.7,0.0,0.1,0.6,0,0.0,0.0,44,0.3,3.12,1.136,43.3,1097.3,1.2,45,0.0,91.0,1191,1.787,0.0,0.0,56,54,98.7,11.0,1.4,99.8,0.0,0.685,11.6,40,13.0,0.0,0.0,1.2,897.8,0.1,97.6,45.1,8.6,46,47,1.9,1.2,0.5,0.147,0.0,45,0.0,6.7,2.0,42.0,3.7,0.0,56,3.75,16.2,9.0,0.0,55,0.0,1.2,36,0.3,46,12.8,1097.3,0.0,32.4,0.0,0.685,8.6,4.687,4.0,0,1.6,0.6,10.8,0.5,12.0,21.6.2026,0.685,44,0.0,0.0,646,0.1,65.8,0.0,0.0,1.2,11.0,0.0,0.0,3.7,0.671,399.0,48,1.2,0.022,98.6,350.0,0.0,0,0.633,1097.3,0.0,0.0,8.0,1097.3,0.0,0,0.0,0.651,0.5,0.655,0.685,0,11.0,11.0,195.7,2.0,13.9,0.675,42.9,1097.3,1.6,0.0
44,16.7,43.0,5199,20:33:59.422,14.2,0.0,0.0,3.333,1097.3,3.2,2.6,44,0.004,1.6,55,0.0,0.0,6.7,1072.4,163.2,41.0,0.7,0.0,99.7,45,56,45,1.0,46,0.0,36,4.493,6.4,0,16.8,9580,12.0,44,0.0,83.5,0.1,78.7,0.0,997.6,0.0,56,0.657,0.0,0.0,2.7,55,0.0,0.0,0.0,27.5,0.0,0.1,0.1,17.7,2696,0.1,45,4.0,11626,54.8,8.9,46,11.0,0.0,48.9,0.0,0.0,12.0,56,0.0,11.9,0.0,11.0,2.7,0.0,0.4,0.4,0,0.0,0.0,44,0.4,3.072,0.946,36.8,1097.3,0.2,45,0.0,96.8,1191,1.785,0.0,0.0,56,55,99.7,11.0,0.5,99.7,0.0,0.688,1.4,41,12.5,0.0,0.0,6.9,897.8,0.0,99.3,21.0,3.6,45,47,0.4,1.1,0.5,0.133,0.0,45,0.0,3.2,1.6,42.0,6.1,0.0,56,1.875,26.9,9.0,0.0,55,0.0,0.3,36,0.1,46,2.4,1197.1,0.0,56.5,0.0,0.684,4.8,4.19,4.0,0,0.0,0.1,10.8,0.5,49.0,21.6.2026,0.683,44,0.0,0.0,646,0.2,65.8,0.0,0.0,4.6,10.0,0.0,0.0,6.1,0.674,399.0,46,0.1,0.211,95.2,350.0,0.0,0,0.633,1097.3,0.0,0.0,7.7,1097.3,0.0,0,0.0,0.655,0.5,0.665,0.683,0,11.0,11.0,183.2,1.6,5.0,0.675,41.2,1097.3,0.0,17.7
69,18.5,43.0,5216,20:34:0.432,11.5,0.0,0.0,3.333,1097.3,5.5,10.7,59,0.003,7.8,52,0.1,0.0,8.7,2818.1,217.8,41.0,0.6,0.0,98.5,48,49,48,0.0,69,0.0,36,4.205,5.4,0,17.3,9555,9.1,45,0.0,69.1,1.3,77.2,0.0,4090.0,0.0,55,1.05,0.0,0.0,13.1,52,0.0,0.0,0.105,142.1,0.1,0.4,0.4,33.0,2679,0.6,48,0.0,11651,54.9,8.9,46,11.0,0.0,47.0,0.0,0.0,45.0,31,0.0,2.1,0.0,42.0,4.4,0.0,0.5,0.6,0,0.0,0.0,44,0.6,2.832,0.941,82.3,1097.3,2.0,45,0.0,86.4,1191,1.662,0.0,0.0,41,52,97.9,11.0,9.9,99.0,0.0,0.967,9.4,40,12.7,0.0,0.0,7.8,3491.5,0.0,88.2,64.7,12.3,69,47,1.5,1.0,0.5,0.116,0.0,48,0.0,8.9,3.6,42.0,9.1,0.0,56,1.875,6.1,35.0,17.2,52,0.0,1.0,36,0.3,46,22.4,4489.0,0.0,12.3,0.0,0.982,6.3,4.45,36.0,0,0.0,11.3,28.2,0.6,79.6,21.6.2026,0.955,51,0.0,0.0,646,0.9,66.0,0.0,0.0,7.2,41.0,0.0,0.0,9.1,1.009,3591.2,46,0.7,0.023,92.6,350.0,0.1,0,0.923,1097.3,0.0,0.0,8.6,2992.7,0.0,0,0.0,1.06,0.6,1.04,0.955,0,30.0,11.0,212.0,3.6,286.8,1.064,83.5,4189.8,0.0,33.0
74,72.5,44.0,5429,20:34:1.420,74.7,0.0,13.2,3.333,2992.7,68.2,1812.9,72,0.007,99.1,36,1.2,0.0,109.1,3666.0,2807.2,41.0,63.3,0.0,8.9,64,33,64,75.6,77,0.0,36,5.293,2535.3,0,72.7,9267,73.6,69,0.3,4.1,98.9,4.4,0.0,4289.5,0.0,31,1.056,0.1,9.5,66.2,36,0.0,0.0,1.709,1819.0,61.9,0.5,114.1,75.6,2466,98.9,64,0.0,11940,56.3,8.9,72,30.0,97.6,11.2,105.0,0.0,44.0,26,0.0,0.0,66.2,44.0,99.3,12.7,0.0,2516.9,0,0.0,2.2,65,1.2,3.259,1.477,2407.0,2992.7,66.0,72,12.6,19.0,1191,2.035,0.0,0.0,28,36,19.7,30.0,73.3,19.7,67.5,1.04,2932.2,41,74.4,0.0,0.0,66.7,4289.5,67.5,2.4,19.6,66.3,74,46,1.7,66.8,98.4,0.157,0.0,64,0.2,12.9,103.0,42.0,68.9,0.0,35,40.626,0.0,43.0,63.3,36,0.0,1.2,36,0.3,48,1810.1,4389.3,9.3,0.6,0.0,1.047,14.1,13.523,38.0,0,68.8,107.7,36.8,2555.3,1814.6,21.6.2026,1.037,67,0.0,12.2,646,66.1,68.7,0.0,99.1,66.4,43.0,0.0,0.0,68.9,1.041,3790.7,48,75.1,0.022,19.6,350.0,8.5,0,0.966,2992.7,0.0,0.0,109.1,2992.7,0.0,0,0.0,1.056,2700.8,1.037,1.04,0,30.0,30.0,2805.5,103.0,2774.1,1.016,2525.2,4389.3,67.3,63.6
63,76.6,43.0,5424,20:34:2.427,82.3,0.0,13.7,3.333,2892.9,78.0,2060.4,57,0.004,113.1,47,0.1,0.0,123.4,2980.2,3171.3,41.0,80.3,0.0,2.0,53,46,53,84.5,59,0.0,36,33.739,3077.6,0,77.1,9271,79.8,51,0.0,0.8,113.3,0.0,0.0,3790.7,0.0,49,0.92,0.0,14.6,75.7,47,0.0,0.0,0.06,2058.4,75.6,0.2,126.4,84.5,2471,113.0,53,0.0,11936,56.2,8.9,53,29.0,118.7,4.6,114.5,0.0,39.0,37,0.0,0.0,77.2,14.0,113.2,14.1,0.0,3052.1,0,0.0,0.2,50,0.2,3.964,28.897,2722.1,2892.9,76.0,53,13.7,9.4,1191,9.356,0.0,0.0,43,47,8.7,29.0,79.6,9.3,76.4,1.055,3256.4,41,81.9,0.0,0.0,76.6,3192.2,77.3,0.0,15.1,75.7,63,47,0.6,76.4,119.6,0.452,0.0,53,1.3,13.9,116.8,42.0,78.1,0.0,50,10.0,0.0,32.0,75.6,47,0.0,0.4,36,0.1,50,2065.2,3890.5,11.4,1.2,0.0,1.055,14.5,39.555,26.0,0,76.0,118.3,29.9,2929.2,2066.1,21.6.2026,1.071,54,0.0,14.1,646,75.7,68.7,0.0,113.9,76.3,38.0,0.0,0.0,78.1,0.983,2593.7,50,84.2,0.037,8.3,350.0,0.0,0,0.793,2892.9,0.0,0.0,114.3,2892.9,0.0,0,0.0,0.921,2945.6,0.935,1.05,0,29.0,29.0,2935.3,116.9,3048.2,0.859,2854.7,1396.6,76.1,80.0
63,76.6,43.0,5424,20:34:3.430,82.3,0.0,13.7,3.333,2892.9,78.0,2060.4,57,0.002,113.1,47,0.1,0.0,123.4,2980.2,3171.3,41.0,80.3,0.0,2.0,53,46,53,84.5,59,0.0,37,37.17,3077.6,0,77.1,9271,79.8,51,0.0,0.8,113.3,0.0,0.0,3790.7,0.0,49,0.92,0.0,14.6,75.7,47,0.0,0.0,0.06,2058.4,75.6,0.3,126.4,84.5,2471,113.0,53,0.0,11936,56.2,8.9,91,29.0,118.7,4.6,114.5,0.0,39.0,37,0.0,0.0,77.2,14.0,113.2,14.1,0.0,3052.1,0,0.0,0.2,50,0.2,3.834,32.522,2722.1,2892.9,76.0,91,13.7,9.4,1191,9.792,0.0,0.0,43,47,8.7,29.0,79.6,9.3,76.4,1.055,3256.4,42,81.9,0.0,0.0,76.6,3192.2,77.3,0.0,15.1,75.7,63,48,1.2,76.4,119.6,0.499,0.0,53,1.3,13.9,116.8,42.0,78.1,0.0,50,50.626,0.0,32.0,75.6,47,0.0,0.9,37,0.2,51,2065.2,3890.5,11.4,1.2,0.0,1.055,14.5,41.106,26.0,0,76.0,118.3,29.9,2929.2,2066.1,21.6.2026,1.071,54,0.0,14.1,646,75.7,68.7,0.0,113.9,76.3,38.0,0.0,0.0,78.1,0.983,2593.7,51,84.2,0.037,8.3,350.0,0.0,0,0.793,2892.9,0.0,0.0,114.3,2892.9,0.0,0,0.0,0.921,2945.6,0.935,1.05,0,29.0,29.0,2935.3,116.9,3048.2,0.859,2854.7,1396.6,76.1,80.0
78,82.7,45.0,5243,20:34:4.420,82.4,0.0,3.1,3.333,1097.3,67.0,1234.2,68,0.008,118.6,47,14.1,0.0,127.4,2780.7,3290.4,41.0,78.9,0.0,1.9,52,43,53,81.9,82,0.0,37,45.367,3165.0,0,82.9,9580,84.0,51,0.3,0.5,122.3,0.0,0.0,4489.0,0.0,49,1.048,0.0,5.1,45.6,47,0.0,0.0,15.883,1214.2,77.0,0.5,128.3,88.3,2652,119.6,52,0.0,11627,54.8,8.9,79,11.0,116.6,24.8,123.9,0.0,45.0,22,0.0,0.0,42.4,45.0,120.2,5.4,0.0,1678.3,0,0.0,0.0,50,14.1,4.537,39.802,2491.2,1097.3,49.3,79,3.7,50.6,1186,11.591,0.0,0.0,32,48,44.4,11.0,91.0,48.2,78.5,1.04,3299.4,42,82.4,0.0,0.0,84.4,4389.3,76.0,0.0,11.5,82.3,78,48,1.7,88.3,122.8,0.575,0.0,53,4.9,6.7,123.4,42.0,81.7,0.0,50,16.25,0.0,44.0,76.9,48,0.0,1.2,37,0.3,49,1255.3,4489.0,11.1,0.0,0.0,1.04,9.3,33.266,39.0,0,77.5,131.2,27.9,3088.2,1233.5,21.6.2026,1.042,57,0.0,4.5,646,47.4,66.4,0.0,119.5,47.1,45.0,0.0,0.0,81.7,1.043,3890.5,49,81.7,0.02,47.4,350.0,2.2,0,0.991,1097.3,0.0,0.0,130.5,1097.3,0.0,0,0.0,1.037,3198.0,1.037,1.035,0,11.0,11.0,3364.2,123.4,3874.1,1.067,2744.6,4489.0,83.7,79.6
