P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],Leia total [MB],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Gravar total [MB],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Taxa de carga [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Total download [MB],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Voltagem da bateria [V],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],Total upload [MB],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
44,0.0,45.0,4885,21:21:4.710,14.7,0.0,3.7,4.236,1097.3,8.3,183.3,45,0.003,9.9,54,6.3,0.0,14.7,1159.7,359.8,45.0,22.8,0.0,13245,71.8,46,54,46,4.3,49,0.0,2965,45,6.697,461.2,0,14.0,12149,9.8,49,0.0,53.7,1.7,47.4,1197.1,0.0,51,0.66,11.1,26.5,14.0,54,2.9,8.753,171.7,0.1,0.2,5.4,46.2,3010,10.4,46,0.4,8546,41.2,4.4,48,11.0,0.0,42.4,0.0,0.0,13.0,56,0.0,14.9,0.0,13.0,9.8,0.0,0.0,0.6,0,0.0,0.0,46,6.3,3.213,2.993,0.0,149.7,1097.3,2.1,47,6.4,80.8,558,2.428,0.0,0.0,55,54,97.6,11.0,10.5,76.8,0.1,0.5,0.684,126.1,51,16.8,0.0,0.0,11.2,1097.3,0.0,61.0,37.6,13.5,49,50,0.0,0.0,18.9,61,0.147,0.0,46,0.0,16.3,6.9,0.0,12.5,350.0,54,1.25,7.3,11.0,46.2,54,0.0,0.0,0.4,45,0.1,48,29.4,1296.8,22.1,34.8,0.0,0.684,32.4,5.816,16.348,5.0,0,0.0,11.8,11.6,0.7,174.4,21.6.2026,0.683,46,0.0,3,2.1,0,15.2,61.8,0.0,0.0,13.2,12.0,0.0,0.0,0.4,12.5,0.675,498.8,48,4.9,0.0,83.7,0.0,0.0,0,0.646,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.655,0.7,0.665,0.683,526,11.0,11.0,0.8,6.9,287.8,0.688,144.1,1296.8,14.6,21.9
44,0.0,45.0,4885,21:21:5.719,10.9,0.0,0.0,4.236,1097.3,3.1,32.5,45,0.003,0.6,53,0.4,0.0,8.0,1197.1,194.8,45.0,21.0,0.0,13246,99.5,46,54,47,0.7,48,0.0,2966,45,4.428,320.3,0,13.7,12152,2.5,46,0.0,82.2,0.0,82.0,1296.8,0.0,54,0.664,34.0,0.0,0.9,53,15.6,0.384,9.4,0.0,0.3,0.2,20.3,3010,1.8,46,2.2,8542,41.2,4.4,48,11.0,0.0,49.5,0.0,0.0,14.0,56,0.0,21.0,0.0,13.0,0.0,0.0,0.5,0.4,0,0.0,0.0,44,0.9,2.717,1.328,0.0,47.8,1496.3,0.0,46,0.0,99.0,558,1.65,0.0,0.0,55,54,99.9,15.0,0.6,96.8,0.1,1.3,0.68,2.1,50,11.9,0.0,0.0,0.4,798.0,7.5,98.9,25.3,1.2,47,50,0.0,0.4,13.0,61,0.097,0.0,47,0.0,3.5,2.0,0.0,6.2,350.0,56,3.75,11.9,8.0,8.8,54,0.0,0.0,0.8,45,0.2,48,0.4,1396.6,0.0,48.3,0.0,0.68,3.1,4.861,16.348,4.0,0,4.8,0.5,12.0,0.4,0.4,21.6.2026,0.678,46,0.0,3,0.0,0,2.9,61.8,0.0,0.0,0.0,13.0,0.0,0.0,7.8,6.2,0.675,399.0,48,0.2,1.218,99.9,0.0,0.0,0,0.606,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.661,0.7,0.663,0.708,526,11.0,11.0,0.6,2.0,11.8,0.666,53.2,1296.8,3.2,20.3
43,0.0,45.0,4885,21:21:6.731,8.2,0.0,0.0,4.236,1097.3,4.9,84.9,45,0.006,9.1,55,0.6,0.0,3.8,1209.5,88.3,45.0,21.6,0.0,13247,98.5,45,55,45,1.7,48,0.0,2969,45,4.818,290.6,0,0.0,12151,1.9,46,0.0,73.0,0.4,90.2,1296.8,0.0,54,0.664,2.6,2.6,14.7,55,0.2,1.275,167.5,0.0,0.4,0.7,21.8,3010,4.7,45,0.0,8544,41.2,4.4,87,11.0,0.0,46.6,0.0,0.0,13.0,57,0.0,4.6,0.0,13.0,2.2,0.0,1.1,0.4,0,0.0,0.0,45,1.7,3.179,1.112,0.0,61.3,1097.3,0.6,87,0.0,85.0,558,1.883,0.0,0.0,55,55,99.3,11.0,2.9,92.1,0.0,1.7,0.683,16.4,50,6.4,0.0,0.0,4.1,1396.6,0.6,93.1,64.2,15.3,46,50,0.0,1.2,11.8,61,0.141,0.0,45,0.0,8.4,2.9,0.0,5.3,350.0,55,58.751,3.6,14.0,0.6,55,0.0,0.0,1.2,45,0.3,50,7.1,1296.8,0.0,10.3,0.0,0.684,0.1,14.715,16.346,8.0,0,0.0,1.7,12.1,0.4,39.3,21.6.2026,0.683,45,0.0,3,0.0,0,7.5,61.8,0.0,0.0,3.6,13.0,0.0,0.0,0.0,5.3,0.678,798.0,50,1.1,3.211,96.3,0.0,0.0,0,0.646,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.664,0.5,0.665,0.683,526,11.0,11.0,0.5,2.9,40.2,0.693,48.4,1296.8,8.1,21.8
88,73.4,45.0,5211,21:21:7.719,80.9,0.0,10.4,4.236,2892.9,74.9,2172.9,85,0.004,117.3,27,2.5,0.0,127.2,3229.6,3269.2,45.0,79.5,0.0,13258,14.3,73,22,73,73.9,92,0.0,2970,45,49.666,3152.6,0,77.3,11794,77.6,82,0.3,8.8,115.5,6.8,3591.2,0.0,18,0.929,10.2,3.4,72.3,27,15.0,11.459,2152.1,74.2,0.1,117.5,80.9,2684,118.5,73,0.0,8900,43.0,4.4,92,29.0,119.5,7.8,117.5,0.0,36.0,12,0.0,0.0,76.8,36.0,117.3,11.1,0.2,3078.7,0,0.0,0.3,76,2.6,4.023,44.783,0.0,2769.4,2892.9,71.1,92,10.9,15.8,558,12.119,0.0,0.0,15,27,16.3,29.0,77.2,14.2,74.3,0.4,0.93,3014.7,50,80.9,0.0,0.0,72.7,3491.5,77.2,13.9,13.1,71.8,88,50,0.0,71.6,122.8,61,0.428,0.0,73,0.2,9.0,118.9,0.0,75.4,350.0,24,38.126,0.0,35.0,74.6,27,0.0,0.0,0.3,45,0.1,52,2116.9,3591.2,4.8,0.0,0.0,0.919,7.0,52.187,16.345,29.0,0,74.7,120.7,32.4,3022.2,2148.3,21.6.2026,0.93,78,0.0,3,11.2,0,73.3,66.0,0.0,117.5,72.2,36.0,0.0,0.0,0.0,75.4,0.918,2892.9,52,74.1,0.433,15.1,0.0,0.1,0,0.846,2892.9,42.0,0.0,115.3,2892.9,0.0,0,0.0,0.911,3022.9,0.93,0.93,526,29.0,29.0,2972.6,118.9,3109.4,0.864,2890.7,3591.2,72.9,79.2
46,31.3,45.0,4890,21:21:8.732,36.5,0.0,6.7,4.236,1097.3,32.5,903.8,46,0.004,47.8,53,0.6,0.0,49.2,1047.4,1248.5,45.0,43.7,0.0,13258,51.2,47,54,47,37.6,49,0.0,2970,45,18.01,1313.2,0,2.0,12152,29.4,44,0.0,39.2,45.2,32.9,997.6,0.0,56,0.65,2.1,8.5,32.7,53,0.4,0.491,867.8,28.4,0.4,50.1,43.9,3005,49.8,47,2.2,8543,41.2,4.4,49,11.0,45.4,31.2,43.9,0.0,11.0,54,0.0,0.3,29.3,10.0,45.7,6.9,0.0,1162.8,0,0.0,0.0,46,0.6,3.388,14.01,0.0,1086.8,1097.3,28.4,48,4.2,59.9,558,5.647,0.0,0.0,54,53,63.9,11.0,29.7,58.5,28.4,1.7,0.684,1273.2,50,35.9,0.0,0.0,29.3,897.8,28.0,53.6,28.2,33.7,47,51,0.0,27.4,52.4,61,0.256,0.0,47,0.1,12.1,47.2,0.0,27.7,350.0,54,1.875,2.9,9.0,0.0,53,0.0,0.0,1.1,45,0.3,48,817.6,1097.3,8.5,18.9,0.0,0.684,26.5,6.311,16.347,4.0,0,27.0,44.1,10.5,1127.5,831.1,21.6.2026,0.684,46,0.0,3,7.1,0,36.3,61.9,0.0,44.0,29.4,10.0,0.0,0.0,0.0,27.7,0.671,399.0,49,37.1,0.121,62.8,0.0,4.7,0,0.631,1097.3,42.0,0.0,48.4,1097.3,0.0,0,0.0,0.648,1126.3,0.655,0.684,526,11.0,11.0,1244.9,47.2,1125.2,0.677,1127.0,997.6,37.4,43.9
44,0.0,44.0,4881,21:21:9.734,8.3,0.0,0.0,4.236,1097.3,5.4,230.3,46,0.009,5.1,53,0.1,0.0,5.7,1633.5,135.5,45.0,18.7,0.0,13258,98.9,47,54,47,0.8,48,0.0,2970,45,5.331,262.1,0,21.9,12161,4.0,48,0.0,70.7,0.1,77.0,2194.6,0.0,52,0.729,10.7,0.0,8.2,53,7.9,0.101,91.6,0.0,0.5,0.3,21.9,3013,12.3,47,0.0,8534,41.2,4.4,49,11.0,0.0,46.0,0.0,0.0,21.0,56,0.0,4.9,0.0,22.0,0.9,0.0,0.2,0.4,0,0.0,0.0,45,0.3,3.23,1.569,0.0,70.8,1097.3,0.1,47,0.0,91.4,558,1.963,0.0,0.0,54,53,99.9,11.0,5.4,78.5,0.0,1.7,0.681,6.7,50,9.7,0.0,0.0,0.0,2194.6,1.7,92.7,63.2,8.5,48,50,0.0,0.3,10.6,61,0.144,0.0,47,0.0,9.1,3.3,0.0,7.2,350.0,55,1.875,3.8,22.0,0.0,53,0.0,0.0,1.2,45,0.3,48,0.9,2094.9,0.0,14.0,0.0,0.686,9.3,5.042,16.347,16.0,0,1.7,4.2,16.4,0.5,15.6,21.6.2026,0.687,46,0.0,3,0.0,0,20.9,61.8,0.0,0.0,1.3,22.0,0.0,0.0,0.0,7.2,0.707,1596.1,49,0.7,0.179,98.5,0.0,0.0,0,0.688,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.724,0.5,0.724,0.685,526,11.0,11.0,0.5,3.3,104.7,0.741,52.7,2194.6,20.7,18.4
44,0.0,45.0,4876,21:21:10.721,7.9,0.0,0.0,4.236,1596.1,3.4,99.3,45,0.004,1.0,53,0.2,0.0,7.3,1458.9,179.8,45.0,17.5,0.0,13259,99.7,47,54,47,0.0,49,0.0,2970,45,4.223,215.3,0,0.0,12165,1.9,48,0.0,76.8,0.0,83.5,1396.6,0.0,52,0.673,6.2,0.0,1.4,53,8.7,0.109,15.6,0.0,0.1,0.1,16.4,3019,5.9,47,0.5,8530,41.2,4.4,48,16.0,0.0,48.6,0.0,0.0,16.0,56,0.0,13.0,0.0,16.0,0.0,0.0,1.1,0.4,0,0.0,0.0,45,1.3,2.796,0.987,0.0,46.7,1695.9,0.0,48,0.0,98.4,558,1.699,0.0,0.0,55,53,99.9,17.0,2.7,90.6,0.1,0.5,0.684,1.2,49,10.1,0.0,0.0,0.0,1596.1,0.0,96.3,50.9,0.8,48,50,0.0,0.0,8.8,61,0.112,0.0,47,0.0,6.7,2.1,0.0,3.0,350.0,55,1.875,5.1,16.0,0.0,53,0.0,0.0,0.3,45,0.1,48,0.5,1596.1,0.0,27.9,0.0,0.685,2.8,3.423,16.346,8.0,0,0.0,1.9,14.6,0.5,0.5,21.6.2026,0.712,46,0.0,3,0.0,0,9.0,61.7,0.0,0.0,0.0,14.0,0.0,0.0,5.8,3.0,0.688,798.0,48,0.1,0.379,99.9,0.0,0.0,0,0.646,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.658,0.7,0.678,0.722,526,11.0,11.0,0.5,2.1,46.3,0.693,44.6,1596.1,9.2,16.4
43,0.0,45.0,4875,21:21:11.734,11.4,0.0,0.0,4.236,1097.3,4.5,185.6,46,0.005,1.4,53,0.0,0.0,6.4,1035.0,159.9,45.0,17.6,0.0,13259,99.7,47,54,47,0.8,48,0.0,2971,45,3.998,258.5,0,0.0,12165,1.6,46,0.0,80.6,0.0,89.3,897.8,0.0,54,0.649,2.0,0.0,2.1,53,0.2,0.0,25.4,0.0,0.4,0.1,34.2,3020,10.2,47,3.5,8530,41.2,4.4,49,11.0,0.0,46.5,0.0,0.0,10.0,57,0.0,1.8,0.0,10.0,5.4,0.0,0.3,0.4,0,0.0,0.0,45,0.3,2.482,1.078,0.0,62.1,1097.3,0.0,46,0.0,97.8,558,1.491,0.0,0.0,54,53,99.9,11.0,0.9,82.9,0.0,1.5,0.683,1.3,48,8.2,0.0,0.0,9.6,997.6,0.8,98.7,43.1,2.8,47,50,0.0,0.8,10.5,61,0.112,0.0,47,0.0,5.4,2.9,0.0,8.2,350.0,55,3.125,7.3,10.0,34.2,53,0.0,0.0,1.0,45,0.2,48,0.5,997.6,0.0,34.8,0.0,0.685,0.0,4.82,16.346,4.0,0,0.8,0.5,10.4,0.4,99.4,21.6.2026,0.684,46,0.0,3,0.0,0,16.6,61.7,0.0,0.0,8.8,9.0,0.0,0.0,15.8,8.2,0.671,399.0,49,0.1,0.217,91.0,0.0,0.0,0,0.638,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.644,0.5,0.655,0.683,526,11.0,11.0,0.5,2.9,12.6,0.68,53.4,997.6,17.4,17.7
44,0.1,45.0,4874,21:21:12.726,11.3,0.0,0.0,4.236,1097.3,5.2,213.5,45,0.008,4.8,55,0.0,0.0,7.7,1072.4,186.9,45.0,17.0,0.0,13259,99.0,45,55,45,0.5,48,0.0,2971,45,5.067,240.5,0,27.0,12163,3.0,46,0.0,67.9,0.3,74.7,1097.3,0.0,54,0.654,6.5,0.0,7.9,55,8.2,0.0,87.4,0.0,0.5,0.3,27.0,3021,11.7,45,0.0,8532,41.2,4.4,48,11.0,0.0,45.9,0.0,0.0,11.0,56,0.0,0.1,0.0,11.0,2.3,0.0,0.0,0.5,0,0.0,0.0,45,0.0,3.068,1.459,0.0,66.7,1097.3,0.4,46,0.0,91.8,558,1.847,0.0,0.0,55,55,99.4,11.0,1.6,80.0,0.1,1.8,0.684,5.2,48,11.4,0.0,0.0,5.3,897.8,0.1,97.0,78.5,8.0,46,50,0.0,0.5,9.8,61,0.144,0.0,45,0.0,11.0,3.2,0.0,7.6,350.0,55,1.875,0.6,9.0,0.0,55,0.0,0.0,1.2,45,0.3,49,5.0,1097.3,0.0,1.0,0.0,0.685,9.8,5.161,16.346,4.0,0,0.1,0.9,10.8,0.6,40.9,21.6.2026,0.689,45,0.0,3,0.0,0,19.4,61.7,0.0,0.0,3.7,11.0,0.0,0.0,0.0,7.6,0.673,399.0,48,0.5,0.0,96.2,0.0,0.0,0,0.633,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.654,0.5,0.653,0.689,526,11.0,11.0,0.5,3.2,18.2,0.676,49.9,1097.3,19.7,16.3
70,43.0,45.0,5709,21:21:13.737,60.7,0.0,7.0,4.236,1097.3,46.8,1317.3,68,0.005,71.2,39,1.5,0.0,92.3,2768.2,2374.5,44.8,59.0,0.0,13263,46.7,61,36,61,46.3,72,0.0,2971,45,25.219,2204.2,0,44.8,11291,53.6,66,1.5,29.0,66.3,31.1,3491.5,0.0,34,0.922,6.1,3.0,44.2,39,8.3,5.127,1313.8,43.5,0.2,75.4,67.8,2186,71.5,61,0.0,9404,45.4,4.4,52,11.0,71.5,25.1,65.6,0.0,36.0,30,0.0,0.0,44.3,37.0,66.7,8.8,0.1,1845.7,0,0.0,0.0,64,1.6,3.758,20.54,0.0,1748.3,2693.4,41.1,52,7.2,48.4,558,7.06,0.0,0.0,32,39,49.7,27.0,53.6,47.6,40.2,0.6,0.923,1930.2,48,60.5,0.0,0.0,42.2,3790.7,46.0,35.4,31.6,44.2,70,50,0.0,42.9,86.0,61,0.498,0.0,61,1.4,9.0,74.5,0.0,49.5,350.0,36,3.75,0.0,38.0,67.8,39,0.0,0.0,0.4,45,0.1,49,1222.2,3591.2,2.6,2.6,0.0,0.917,3.3,32.487,16.347,32.0,0,42.1,86.2,27.8,1832.7,1227.6,21.6.2026,0.923,64,0.0,3,8.5,0,44.6,72.3,0.0,71.1,41.2,35.0,0.0,0.0,0.0,49.5,0.922,3192.2,50,46.0,0.177,49.8,0.0,2.8,0,0.871,1097.3,42.0,0.0,69.9,2693.4,0.0,0,0.0,0.907,1688.9,0.907,0.938,526,27.0,11.0,1800.7,74.5,2221.9,0.938,1834.9,3691.0,44.6,58.9
43,17.2,45.0,4881,21:21:14.731,27.6,0.0,5.4,4.236,3092.4,20.4,536.2,50,0.005,27.4,53,0.0,0.0,32.5,2606.1,818.4,44.8,35.5,0.0,13263,66.1,47,53,47,22.1,58,0.0,2971,45,12.601,921.5,0,15.0,12156,19.4,48,0.0,42.6,24.9,39.4,4389.3,0.0,52,1.007,7.0,12.8,21.6,53,2.5,0.004,502.1,15.1,0.4,30.5,34.3,3013,29.2,47,0.0,8539,41.2,4.4,49,31.0,23.6,38.2,26.0,0.0,42.0,57,0.0,0.0,14.4,45.0,24.0,5.3,0.3,607.2,0,0.0,1.2,49,0.3,3.329,8.62,0.0,651.1,1097.3,16.6,46,5.8,72.7,558,3.706,0.0,0.0,50,53,78.0,11.0,19.2,70.2,15.5,1.8,0.94,775.8,48,27.5,0.0,0.0,13.7,1396.6,12.2,62.8,52.9,20.9,50,50,0.0,14.3,36.9,61,0.261,0.0,47,4.1,15.0,28.0,0.0,18.1,350.0,51,1.875,0.2,14.0,0.0,53,0.0,0.0,1.1,45,0.3,48,457.9,4189.8,8.2,2.2,0.0,0.68,23.3,5.131,16.345,39.0,0,13.3,27.6,26.1,637.8,440.7,21.6.2026,0.923,47,0.0,3,6.4,0,23.4,61.8,0.0,24.7,16.0,44.0,0.0,0.0,0.0,18.1,0.933,3890.5,49,23.0,0.316,77.4,0.0,2.5,0,0.983,1097.3,42.0,0.0,28.7,1097.3,0.0,0,0.0,0.987,670.3,0.953,0.918,526,11.0,11.0,739.3,28.0,706.2,1.053,677.5,4489.0,23.8,34.3
43,0.1,45.0,4876,21:21:15.728,7.7,0.0,0.0,4.236,1097.3,5.2,254.6,46,0.007,4.7,54,0.2,0.0,4.8,1184.6,111.8,44.8,19.4,0.0,13263,99.6,46,54,46,0.4,48,0.0,2971,45,4.906,258.6,0,1.8,12160,0.0,46,0.0,69.8,0.0,80.1,1296.8,0.0,54,0.663,11.9,0.0,7.8,54,7.1,0.016,85.2,0.0,0.4,0.1,22.7,3019,14.0,46,0.3,8535,41.2,4.4,48,11.0,0.0,45.8,0.0,0.0,13.0,57,0.0,0.1,0.0,13.0,0.7,0.0,0.5,0.4,0,0.0,0.0,45,0.7,3.141,1.233,0.0,62.0,1097.3,0.0,46,0.0,91.9,558,1.844,0.0,0.0,54,54,99.9,11.0,1.1,76.1,0.1,1.8,0.688,3.4,48,9.1,0.0,0.0,0.0,897.8,0.0,97.7,75.9,8.2,46,50,0.0,0.0,10.4,61,0.147,0.0,46,0.0,10.3,3.0,0.0,5.1,350.0,55,1.875,1.0,9.0,0.0,54,0.0,0.0,1.1,45,0.3,48,0.6,1296.8,0.0,1.7,0.0,0.687,6.8,5.131,16.345,4.0,0,1.8,0.7,11.9,0.4,11.7,21.6.2026,0.683,46,0.0,3,0.0,0,23.3,61.7,0.0,0.0,1.0,13.0,0.0,0.0,0.0,5.1,0.675,399.0,48,0.1,0.237,98.9,0.0,0.0,0,0.633,1097.3,42.0,0.0,0.1,1396.6,0.0,0,0.0,0.66,0.9,0.663,0.683,526,14.0,11.0,1.1,3.0,15.2,0.673,40.4,1296.8,22.7,19.0
41,0.0,45.0,4875,21:21:16.737,6.8,0.0,0.0,4.236,1795.6,2.9,52.4,45,0.004,0.5,54,0.0,0.0,6.5,1421.5,158.0,44.8,19.2,0.0,13263,98.6,46,55,46,0.4,48,0.0,2971,44,4.072,252.7,0,0.0,12161,3.8,45,0.0,79.5,0.0,88.2,1795.6,0.0,55,0.661,4.4,5.4,0.6,54,5.2,0.0,7.4,0.0,0.5,0.1,43.6,3020,2.9,46,6.3,8534,41.2,4.4,49,18.0,0.0,49.2,0.0,0.0,20.0,59,0.0,13.6,0.1,14.0,0.0,0.0,0.0,0.6,0,0.0,0.0,44,0.0,2.535,1.123,0.0,42.0,1097.3,0.0,47,0.0,99.2,558,1.529,0.0,0.0,55,54,99.9,11.0,2.1,94.9,0.0,1.7,0.676,1.8,48,8.1,0.0,0.0,1.8,1097.3,1.8,91.3,36.3,0.9,46,49,0.0,1.8,10.1,61,0.104,0.0,46,0.0,5.5,1.8,0.0,7.0,350.0,56,1.25,10.9,11.0,43.6,54,0.0,0.0,1.2,44,0.3,48,0.4,1995.1,1.1,39.7,0.0,0.681,1.0,4.824,16.347,6.0,0,0.0,1.3,14.2,0.5,0.6,21.6.2026,0.747,45,0.0,3,0.0,0,4.7,61.7,0.0,0.0,0.1,18.0,0.0,0.0,5.6,7.0,0.699,598.5,49,0.1,0.0,99.9,0.0,0.0,0,0.653,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.696,0.6,0.708,0.736,526,11.0,11.0,0.8,1.8,28.2,0.686,44.4,1396.6,4.9,18.6
