P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],Leia total [MB],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Gravar total [MB],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Taxa de carga [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Total download [MB],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],GPU D3D Uso (avg) [%],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Voltagem da bateria [V],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],Total upload [MB],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Package C8 Ocupação [%],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
45,0.0,44.0,4878,21:20:51.650,1.8,0.0,0.0,4.236,1097.3,3.2,22.2,46,0.004,0.3,53,0.3,0.0,0.8,1122.3,17.2,45.2,11.2,0.0,13190,27.4,47,54,47,1.0,49,0.0,2959,46,4.514,147.0,0,0.0,12105,2.5,48,0.0,74.3,2.6,97.2,1197.1,0.0,52,0.66,10.0,0.0,0.4,53,3.7,0.08,4.3,0.0,0.4,0.7,17.3,3017,1.2,47,1.7,8590,41.5,4.7,48,11.0,0.0,49.1,8.6,0.0,13.0,55,0.0,8.7,0.0,12.0,0.0,0.0,0.8,0.4,0,0.0,0.0,45,1.2,3.045,0.982,0.0,38.6,1097.3,4.2,48,0.0,99.5,606,1.84,0.0,0.0,54,53,95.3,11.0,0.8,97.9,17.6,1.8,0.685,9.0,51,1.6,0.0,0.0,0.3,897.8,0.3,98.6,10.9,0.6,48,51,0.0,7.3,6.1,60,0.12,0.0,47,0.0,7.6,1.7,0.0,3.8,350.0,55,2.5,5.5,9.0,0.0,53,0.0,0.0,1.1,46,0.3,48,47.5,1296.8,49.9,73.9,0.0,0.684,0.0,4.716,16.349,4.0,0,17.3,0.4,11.2,0.4,0.6,21.6.2026,0.685,46,0.0,3,0.0,0,2.0,61.7,0.0,0.0,0.1,12.0,0.0,0.0,0.0,3.8,0.674,399.0,48,0.9,0.421,99.9,0.0,0.0,0,0.613,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.687,206.5,0.665,0.685,526,11.0,11.0,0.4,1.7,7.6,0.645,43.7,1197.1,3.7,11.1
92,0.1,45.0,4925,21:20:52.661,23.0,0.0,0.0,4.236,1097.3,8.0,132.9,80,0.007,4.1,36,6.8,0.0,25.4,2718.4,663.6,45.2,25.2,0.0,13201,31.3,64,27,64,3.3,89,0.0,2959,46,7.764,694.4,0,0.0,12021,8.1,76,0.0,61.0,6.3,66.9,4289.5,0.0,24,0.976,1.9,0.0,3.8,36,9.5,11.927,110.8,1.4,0.4,5.0,23.9,2970,5.3,65,0.0,8674,41.9,4.7,92,11.0,0.4,47.3,7.5,0.0,43.0,8,0.0,3.7,1.4,43.0,3.1,0.0,0.1,60.9,0,0.0,0.2,78,6.9,3.357,3.802,0.0,214.5,1097.3,8.2,92,0.0,96.1,606,2.786,0.0,0.0,20,35,91.4,11.0,7.6,93.9,15.0,1.4,0.941,121.3,51,21.3,0.0,0.0,4.9,4489.0,3.3,92.2,15.3,2.8,92,50,0.0,7.4,26.4,60,0.151,0.0,64,0.2,8.7,7.8,0.0,8.3,350.0,22,42.501,3.1,45.0,3.4,36,0.0,0.0,1.0,46,0.2,52,147.6,4289.5,47.6,53.8,0.0,0.951,7.1,22.046,16.348,39.0,0,15.0,9.9,27.2,61.3,93.0,21.6.2026,0.966,73,0.0,3,0.0,0,5.8,62.3,0.0,0.4,3.0,43.0,0.0,0.0,0.0,8.3,0.98,3890.5,52,3.2,0.353,96.9,0.0,0.0,0,0.991,1097.3,42.0,0.0,0.1,1097.3,0.0,0,0.0,1.026,181.2,0.966,0.936,526,11.0,11.0,1.4,7.8,305.3,1.074,233.0,4289.5,4.9,23.9
92,94.9,46.0,4997,21:20:53.666,92.5,0.0,6.5,4.236,3192.2,91.7,2848.3,83,0.001,155.3,30,0.3,0.0,143.3,3578.7,3701.5,45.0,90.7,0.0,13201,0.2,70,24,70,92.5,92,0.0,2959,46,51.024,3633.2,0,95.8,11977,91.0,78,0.2,0.1,152.1,0.0,4090.0,0.0,22,0.999,2.0,4.7,92.6,30,9.3,0.101,2877.7,91.3,0.1,143.4,95.8,2898,153.7,70,0.0,8717,42.1,4.7,91,32.0,143.4,0.3,139.3,0.0,41.0,8,0.0,0.0,92.6,41.0,151.3,8.3,0.0,3712.6,0,0.0,0.0,75,0.3,3.221,47.228,0.0,3402.2,3192.2,90.8,91,7.5,0.4,606,12.312,0.0,0.0,17,30,0.4,32.0,90.9,0.3,90.0,0.3,0.991,3707.4,51,92.3,0.0,0.0,90.1,3591.2,92.5,0.0,2.8,92.6,92,51,0.0,90.7,140.7,60,0.198,0.0,70,0.2,5.8,145.9,0.0,91.8,350.0,25,15.625,0.0,36.0,91.4,30,0.0,0.0,0.3,46,0.1,52,2819.3,4090.0,2.9,0.0,0.0,0.991,4.8,47.719,16.348,30.0,0,90.0,140.9,35.9,3661.4,2797.7,21.6.2026,1.014,76,0.0,3,8.9,0,91.7,63.2,0.0,141.7,90.0,41.0,0.0,0.0,0.0,91.8,0.983,2992.7,52,92.2,0.0,0.5,0.0,0.4,0,0.843,3192.2,42.0,0.0,145.6,3192.2,0.0,0,0.0,0.987,3608.9,0.999,0.991,526,32.0,32.0,3815.4,145.9,3642.8,0.893,3510.0,4090.0,91.7,90.9
46,48.7,44.0,4873,21:20:54.667,55.0,0.0,5.8,4.236,1097.3,50.3,1470.2,46,0.006,82.8,52,0.0,0.0,80.2,1059.9,2035.8,45.0,61.8,0.0,13201,32.8,48,53,48,56.9,49,0.0,2960,46,26.113,2127.7,0,23.4,12116,48.4,48,0.0,22.8,80.6,13.0,997.6,0.0,52,0.651,1.6,5.3,47.6,52,7.9,0.069,1432.3,48.0,0.5,82.4,62.1,3022,84.7,48,0.0,8579,41.4,4.7,54,11.0,78.1,23.1,74.4,0.0,11.0,54,0.0,1.0,48.7,10.0,79.4,7.1,0.7,1925.1,0,0.0,0.0,46,0.7,3.366,22.206,0.0,1788.6,1097.3,45.4,54,7.8,46.4,606,7.465,0.0,0.0,54,52,47.2,11.0,48.1,41.4,47.8,1.8,0.685,2101.7,50,54.7,0.0,0.0,46.9,897.8,49.7,39.0,26.0,50.7,48,52,0.0,47.0,84.2,60,0.189,0.0,48,0.0,11.9,79.3,0.0,47.7,350.0,54,1.875,2.3,9.0,32.1,52,0.0,0.0,1.2,46,0.3,48,1393.2,1097.3,7.3,6.5,0.0,0.69,29.0,14.695,16.348,4.0,0,47.2,74.3,10.6,1896.0,1388.4,21.6.2026,0.68,47,0.0,3,7.1,0,50.1,61.7,0.0,74.7,46.0,10.0,0.0,0.0,0.0,47.7,0.67,399.0,49,56.7,0.259,46.7,0.0,3.5,0,0.608,1197.1,42.0,0.0,75.7,1097.3,0.0,0,0.0,0.645,1886.9,0.655,0.685,526,11.0,12.0,1922.5,79.3,1883.4,0.67,1856.1,997.6,53.1,62.1
45,0.1,46.0,4874,21:20:55.673,11.5,0.0,0.0,4.236,997.6,3.8,56.3,46,0.006,1.0,54,0.8,0.0,5.9,985.1,136.8,45.0,26.4,0.0,13202,99.6,46,54,46,0.8,49,0.0,2961,46,5.117,373.3,0,0.0,12115,1.8,48,0.0,70.4,0.1,79.3,897.8,0.0,52,0.645,2.2,0.0,1.2,54,10.0,0.601,16.7,0.0,0.3,0.1,26.6,3021,3.1,47,1.2,8580,41.4,4.7,48,10.0,0.0,49.1,0.0,0.0,10.0,55,0.0,0.2,0.0,9.0,0.2,0.0,0.4,0.4,0,0.0,0.0,46,1.2,3.179,1.402,0.0,53.1,997.6,0.2,47,0.0,98.6,605,1.888,0.0,0.0,54,53,99.8,10.0,2.7,95.1,0.1,1.1,0.683,1.5,50,9.8,0.0,0.0,1.0,897.8,0.7,96.7,63.8,0.4,48,51,0.0,0.9,15.0,60,0.141,0.0,46,0.0,8.7,2.3,0.0,4.0,350.0,54,1.875,2.5,9.0,0.0,54,0.0,0.0,0.7,46,0.2,49,2.0,997.6,0.0,6.2,0.0,0.683,5.6,4.484,16.348,4.0,0,0.8,1.8,9.9,0.4,3.3,21.6.2026,0.673,46,0.0,3,0.0,0,4.5,61.7,0.0,0.0,0.3,9.0,0.0,0.0,0.0,4.0,0.664,399.0,48,0.1,1.312,99.6,0.0,0.0,0,0.608,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.645,0.8,0.655,0.678,526,11.0,11.0,0.5,2.3,45.8,0.652,56.5,897.8,3.8,26.6
44,0.0,45.0,4872,21:20:56.666,5.9,0.0,0.0,4.236,1097.3,2.6,31.2,45,0.001,0.4,54,0.2,0.0,4.9,1072.4,120.6,45.0,17.2,0.0,13202,99.2,46,55,46,0.0,48,0.0,2961,45,3.521,260.1,0,24.3,12116,0.3,45,0.0,84.6,0.0,89.1,997.6,0.0,55,0.649,1.5,0.0,0.5,54,7.4,0.101,6.6,0.0,0.2,0.2,36.3,3023,1.7,46,4.6,8579,41.4,4.7,49,11.0,0.0,50.0,0.0,0.0,11.0,56,0.0,22.8,0.0,11.0,0.8,0.0,0.0,0.4,0,0.0,4.5,45,0.2,2.316,0.85,0.0,37.7,1197.1,0.0,47,0.0,99.4,605,1.416,0.0,0.0,55,54,99.9,12.0,0.9,97.3,0.1,0.7,0.685,4.8,50,8.0,0.0,0.0,0.7,897.8,1.0,98.7,22.2,0.0,46,51,0.0,1.0,10.6,60,0.082,0.0,46,0.0,2.9,1.6,0.0,7.5,350.0,55,1.25,14.5,9.0,36.3,54,0.0,0.0,0.5,45,0.1,48,0.4,1097.3,0.0,51.5,0.0,0.686,0.9,4.425,16.347,4.0,0,1.0,0.5,10.8,0.5,13.8,21.6.2026,0.684,45,0.0,3,0.0,0,2.4,61.7,0.0,0.0,1.3,10.0,0.0,0.0,8.2,7.5,0.671,399.0,49,0.5,0.0,98.7,0.0,0.0,0,0.633,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.646,0.5,0.654,0.69,526,11.0,11.0,0.5,1.6,12.6,0.671,41.4,1097.3,3.3,16.3
43,0.1,45.0,4871,21:20:57.677,9.2,0.0,0.0,4.236,1097.3,3.4,42.8,46,0.006,0.2,53,0.2,0.0,5.2,1097.3,120.6,45.0,22.4,0.0,13202,99.4,47,54,47,1.0,49,0.0,2961,45,5.227,303.5,0,0.0,12116,6.9,46,0.0,70.4,0.0,80.8,1097.3,0.0,54,0.656,9.8,6.4,0.4,53,6.1,0.36,3.8,0.0,0.4,0.2,22.2,3024,2.4,47,0.0,8578,41.4,4.7,48,11.0,0.0,49.3,0.0,0.0,11.0,57,0.0,3.8,0.0,11.0,0.1,0.0,0.3,0.4,0,0.0,0.0,45,0.5,3.297,1.408,0.0,45.3,1197.1,0.0,47,0.0,99.5,605,1.955,0.0,0.0,54,53,99.9,12.0,5.0,95.4,0.0,1.7,0.684,2.2,49,8.9,0.0,0.0,2.2,997.6,0.0,86.7,58.4,1.0,47,50,0.0,0.0,12.3,60,0.137,0.0,47,0.0,8.9,1.9,0.0,3.9,350.0,55,3.125,5.1,10.0,0.0,53,0.0,0.0,1.1,45,0.3,48,0.4,1097.3,0.0,14.6,0.0,0.684,6.0,5.033,16.348,4.0,0,0.0,2.8,11.0,0.5,1.2,21.6.2026,0.686,46,0.0,3,0.0,0,4.1,61.7,0.0,0.0,0.1,11.0,0.0,0.0,0.0,3.9,0.67,399.0,49,0.2,0.522,99.8,0.0,0.0,0,0.613,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.656,0.5,0.656,0.691,526,11.0,11.0,0.5,2.0,67.7,0.651,49.7,1097.3,4.8,22.2
45,0.0,45.0,4870,21:20:58.680,11.5,0.0,0.0,4.236,1695.9,3.4,54.1,45,0.007,1.5,53,0.0,0.0,7.1,1471.4,168.9,45.0,20.5,0.0,13202,99.4,48,53,47,1.1,50,0.0,2962,45,4.621,280.6,0,0.6,12114,1.4,48,0.0,73.0,0.0,81.9,1396.6,0.0,52,0.674,10.3,0.0,2.4,52,6.1,0.0,26.4,0.0,0.2,0.7,40.2,3024,3.0,48,2.7,8580,41.4,4.7,50,17.0,0.0,49.0,0.0,0.0,16.0,55,0.0,0.1,0.0,16.0,0.1,0.0,0.3,0.4,0,0.0,0.0,46,0.3,2.831,1.289,0.0,46.9,1695.9,0.0,49,0.0,97.4,605,1.679,0.0,0.0,55,52,99.9,17.0,0.9,94.7,0.0,0.9,0.679,18.3,48,11.0,0.0,0.0,0.0,1596.1,0.6,98.5,63.8,3.0,48,50,0.0,0.6,11.5,60,0.13,0.0,48,0.0,8.4,2.0,0.0,7.1,350.0,54,1.875,2.5,16.0,40.2,52,0.0,0.0,0.6,45,0.2,49,0.4,1596.1,0.0,12.2,0.0,0.679,3.0,3.494,16.346,8.0,0,0.6,0.4,14.8,0.5,1.9,21.6.2026,0.722,47,0.0,3,0.0,0,4.9,61.6,0.0,0.0,0.2,14.0,0.0,0.0,5.4,7.1,0.687,798.0,50,0.5,0.04,99.6,0.0,0.0,0,0.623,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.659,0.4,0.673,0.722,526,11.0,11.0,0.4,2.0,9.9,0.689,48.2,1596.1,5.5,20.3
61,29.1,44.0,5813,21:20:59.695,41.0,0.0,1.6,4.236,1097.3,30.6,612.5,61,0.002,32.4,46,2.7,0.0,49.9,2219.6,1282.7,44.8,48.4,0.0,13212,68.7,55,43,54,27.2,63,0.0,2962,45,11.119,1367.4,0,42.0,10301,28.1,59,1.7,54.8,32.1,47.0,4289.5,0.0,41,1.001,1.9,0.5,27.6,46,7.6,10.378,597.2,27.7,0.3,32.4,47.6,2082,33.3,55,0.7,10394,50.2,4.7,65,11.0,30.6,36.0,30.9,0.0,43.0,39,0.0,0.0,27.5,14.0,32.2,1.6,0.1,788.7,0,0.0,4.4,59,2.8,2.657,7.845,0.0,831.0,1097.3,27.2,65,3.6,70.4,605,3.294,0.0,0.0,39,45,70.9,11.0,27.8,67.0,27.1,1.1,1.009,833.8,50,40.7,0.0,0.0,28.8,3391.7,28.9,68.6,6.3,29.0,61,50,0.0,28.6,53.5,60,0.297,0.0,54,1.5,2.9,35.4,0.0,32.2,350.0,41,24.375,5.1,34.0,29.1,45,0.0,0.0,0.7,45,0.2,50,591.5,4289.5,0.3,35.0,0.0,1.009,7.7,22.412,16.348,28.0,0,28.5,31.7,22.2,818.0,593.0,21.6.2026,1.001,57,0.0,3,1.6,0,28.8,73.6,0.0,31.7,27.4,43.0,0.0,0.0,26.4,32.2,0.995,2793.2,50,28.0,0.209,70.7,0.0,1.7,0,0.818,1097.3,42.0,0.0,34.0,1097.3,0.0,0,0.0,1.036,796.0,1.016,1.009,526,11.0,11.0,875.6,35.4,816.0,0.876,876.3,1396.6,28.0,47.6
93,85.7,45.0,6378,21:21:0.697,82.1,0.0,11.8,4.236,2992.7,83.0,2422.6,86,0.007,129.8,30,0.7,0.0,117.5,3503.9,3031.8,44.8,82.4,0.0,13213,2.3,70,23,70,82.0,91,0.0,2962,45,40.769,3056.3,0,86.2,10129,83.1,78,0.0,1.1,130.3,0.0,4189.8,0.0,22,0.912,2.7,9.9,83.4,30,114.9,0.542,2391.9,81.8,0.5,117.9,86.2,1517,131.6,70,0.0,10566,51.0,4.7,75,30.0,116.0,1.6,122.3,0.0,37.0,7,0.0,0.0,80.6,37.0,131.0,12.2,0.0,2997.8,0,0.0,0.1,76,0.7,4.542,35.099,0.0,2849.5,3092.4,83.5,75,12.0,3.8,605,10.376,0.0,0.0,14,30,3.2,31.0,82.8,2.2,84.3,1.9,0.977,3023.1,50,81.7,0.0,0.0,84.8,4189.8,80.9,2.0,8.0,83.7,93,50,0.0,83.9,119.0,60,0.694,0.0,70,0.0,11.0,123.1,0.0,83.5,350.0,24,31.875,0.0,42.0,82.2,30,0.0,0.0,1.3,45,0.3,50,2397.3,3691.0,8.8,0.0,0.0,0.957,14.1,42.128,16.348,36.0,0,85.0,119.8,35.1,3024.3,2409.0,21.6.2026,0.917,77,0.0,3,11.5,0,84.7,80.7,0.0,117.2,84.2,42.0,0.0,0.0,0.0,83.5,0.951,3591.2,50,81.3,0.0,3.2,0.0,0.1,0,0.931,3092.4,42.0,0.0,124.5,3092.4,0.0,0,0.0,0.99,3140.3,0.927,0.947,526,31.0,31.0,3204.7,123.0,3095.3,0.986,2938.0,3691.0,85.1,83.0
91,82.5,46.0,6383,21:21:1.707,84.7,0.0,15.5,4.236,1097.3,82.3,2178.2,76,0.006,120.1,39,0.5,0.0,114.4,2269.4,2926.9,44.8,83.0,0.0,13214,0.0,61,34,61,85.0,92,0.0,2964,45,38.491,2889.8,0,83.0,10130,82.3,57,0.0,0.0,118.0,0.0,4090.0,0.0,43,0.974,0.8,12.3,82.4,39,0.3,0.67,2194.7,80.9,0.3,118.9,85.9,1512,119.3,61,0.0,10565,51.0,4.7,50,11.0,111.0,0.6,121.5,0.0,42.0,9,0.0,0.0,81.8,14.0,114.8,16.1,0.4,2842.1,0,0.0,0.0,56,0.9,4.277,33.188,0.0,2663.6,1097.3,80.9,49,16.7,1.1,605,9.994,0.0,0.0,24,39,2.0,11.0,81.5,0.0,85.4,1.2,0.984,3059.5,49,84.0,0.0,0.0,79.9,4090.0,82.4,0.0,11.3,83.2,91,51,0.0,81.8,112.7,60,0.663,0.0,61,0.0,13.6,115.2,0.0,83.1,99.8,44,1.875,0.0,41.0,81.4,39,0.0,0.0,0.8,45,0.2,50,2156.2,4189.8,6.6,0.0,0.0,0.984,11.9,29.519,16.348,35.0,0,85.9,111.1,22.8,2779.8,2093.2,21.6.2026,0.981,66,0.0,3,18.6,0,82.3,80.8,0.0,108.5,78.9,41.0,0.0,0.0,0.0,83.1,0.985,3491.5,50,84.3,2.086,1.4,0.0,0.0,0,0.916,1097.3,42.0,0.0,111.8,1097.3,0.0,0,0.0,0.974,3125.5,0.989,0.986,526,11.0,11.0,2868.7,115.2,2848.3,1.008,2759.0,1396.6,83.2,83.8
46,1.0,45.0,4872,21:21:2.721,21.9,0.0,1.4,4.236,1097.6,7.8,113.6,47,0.007,5.1,53,4.0,0.0,20.6,1484.2,506.5,44.8,26.0,0.0,13234,87.7,48,53,47,10.5,49,0.0,2964,45,8.45,548.2,0,0.0,12178,12.5,48,0.0,56.7,3.2,54.0,1396.9,0.0,52,0.697,69.6,13.0,6.0,53,0.2,20.65,93.7,1.1,0.4,9.2,25.6,3023,6.1,48,0.0,8517,41.1,4.6,49,11.0,2.0,47.9,2.6,0.0,18.0,54,0.0,8.0,1.2,18.0,2.8,0.0,0.2,51.3,0,0.0,3.9,47,4.2,3.22,4.693,0.0,189.9,1796.0,2.9,48,1.3,92.3,588,2.76,0.0,0.0,53,52,96.8,18.0,12.3,90.3,2.6,1.6,0.684,237.5,50,20.6,0.0,0.0,0.6,1796.0,1.3,72.3,53.7,5.8,48,51,0.0,1.5,22.1,60,0.175,0.0,47,2.7,11.2,8.0,0.0,7.5,350.0,53,1.875,5.4,18.0,0.0,52,0.0,0.0,1.1,45,0.3,49,56.2,1796.0,0.1,12.7,0.0,0.691,19.0,6.356,16.348,8.0,0,2.7,18.5,14.9,46.8,50.4,21.6.2026,0.691,47,0.0,3,1.4,0,7.7,61.7,0.0,1.8,2.1,14.0,0.0,0.0,0.0,7.5,0.701,798.2,49,10.4,0.003,96.2,0.0,1.2,0,0.643,1097.6,42.0,0.0,1.6,1097.6,0.0,0,0.0,0.692,66.3,0.696,0.751,526,11.0,11.0,40.4,8.0,468.1,0.703,207.2,1796.0,7.4,25.6
44,0.0,45.0,4856,21:21:3.714,12.8,0.0,0.0,4.236,1097.3,7.9,342.7,44,0.006,8.3,53,1.6,0.0,8.0,1059.9,187.6,45.0,24.3,0.0,13237,91.1,47,54,47,3.2,48,0.0,2965,45,6.122,404.3,0,0.0,12175,4.2,45,0.0,57.3,0.5,54.8,997.6,0.0,55,0.683,11.5,17.6,13.3,53,42.6,3.212,148.5,0.0,0.4,2.5,31.3,3039,19.1,47,0.0,8520,41.1,4.4,50,11.0,0.0,43.8,0.0,0.0,11.0,56,0.0,1.8,0.0,11.0,2.5,0.0,0.4,0.4,0,0.0,0.0,46,2.0,3.607,1.961,0.0,109.4,1097.3,0.6,50,0.0,86.1,558,2.281,0.0,0.0,56,53,99.3,11.0,6.9,68.8,0.0,1.8,0.689,55.2,51,12.7,0.0,0.0,4.2,897.8,0.0,72.9,61.6,13.8,47,51,0.0,0.9,16.5,60,0.158,0.0,47,0.0,14.0,5.2,0.0,7.9,350.0,54,3.75,1.4,9.0,0.0,53,0.0,0.0,1.2,45,0.3,49,8.3,1097.3,4.7,10.1,0.0,0.689,27.8,5.854,16.348,4.0,0,0.4,5.2,10.6,0.4,43.3,21.6.2026,0.684,46,0.0,3,0.0,0,30.3,61.5,0.0,0.0,3.8,10.0,0.0,0.0,0.0,7.9,0.684,399.0,49,2.9,1.425,95.9,0.0,0.0,0,0.631,1097.3,42.0,0.0,0.0,1097.3,0.0,0,0.0,0.678,0.5,0.689,0.689,526,11.0,11.0,0.4,5.2,121.5,0.672,82.2,1097.3,31.3,24.1
