P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],Tensões de linhas GPU (avg) [V],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
46,0.0,45.0,4903,18:5:22.167,76.0,0.0,0.9,5.693,3092.4,12.5,104.4,62,0.005,3.9,52,0.0,0.0,129.9,3528.9,3354.9,42.0,35.9,0.0,70.3,48,47,48,10.9,74,0.0,37,19.322,1485.2,0,20.9,10085,15.8,49,0.5,43.3,0.5,0.0,0.0,4489.0,0.0,51,19.841,1.041,0.2,9.6,2.5,52,0.0,0.0,0.0,68.7,0.1,0.4,19.4,76.0,2992,6.2,48,0.0,11122,52.4,9.5,69,31.0,0.0,49.6,0.0,0.0,45.0,54,0.0,0.0,0.0,45.0,1.8,0.0,0.2,0.5,0,0.0,10.2,74,0.2,3.208,15.54,526.0,3092.4,0.3,69,4.9,96.1,1264,5.664,0.0,0.0,38,52,99.7,31.0,18.2,89.8,0.0,0.0,1.041,471.9,41,76.4,0.0,0.0,0.0,4389.3,0.0,66.5,14.6,0.9,74,50,1.4,0.0,57.8,0.17,0.0,48,0.0,9.0,20.9,42.0,13.6,0.0,26,19.375,0.0,44.0,0.0,52,0.0,1.0,37,0.2,49,8.0,4489.0,16.9,36.3,0.0,1.058,22.2,19.318,39.0,2,0.0,31.3,35.4,3.1,31.7,21.6.2026,1.041,53,0.0,2.4,561,4.6,62.1,0.0,0.1,1.4,45.0,0.0,0.0,13.6,1.05,3890.5,49,10.9,0.004,96.0,350.0,4.6,0,0.988,1097.3,0.0,0.0,0.0,3092.4,0.0,0,0.0,1.016,0.7,1.076,1.066,0,31.0,11.0,0.5,20.9,783.0,1.061,613.9,4489.0,3.3,35.5
43,0.0,45.0,4767,18:5:23.160,16.9,0.0,0.0,5.693,1795.6,3.7,6.1,46,0.005,0.4,54,0.0,0.0,13.9,1521.3,300.4,42.0,20.5,0.0,98.7,46,55,46,0.3,48,0.0,37,5.326,282.7,0,0.0,10253,5.9,45,0.0,70.0,0.0,61.7,0.0,1795.6,0.0,55,19.841,0.697,0.5,2.0,0.6,54,0.0,0.0,0.0,6.4,0.0,0.4,1.3,19.2,3128,0.4,46,1.6,10954,51.6,9.5,48,18.0,0.0,50.1,0.0,0.0,14.0,57,0.0,3.8,0.0,18.0,0.0,0.0,0.4,0.4,0,0.0,0.0,45,0.4,3.051,1.775,56.7,1695.9,0.0,47,0.0,99.3,1264,2.051,0.0,0.0,54,54,99.9,17.0,3.9,99.3,0.0,0.0,0.734,32.4,42,17.2,0.0,0.0,0.0,897.8,0.0,92.5,47.1,1.5,46,50,1.6,0.0,12.3,0.139,0.0,46,2.3,7.9,2.5,42.0,4.0,0.0,55,3.75,12.7,9.0,0.0,54,0.0,1.0,37,0.3,48,0.4,1396.6,0.0,26.9,0.0,0.734,14.5,5.325,4.0,2,2.4,2.1,15.2,0.5,0.4,21.6.2026,0.739,45,0.0,0.0,561,0.6,60.3,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.711,399.0,48,1.0,0.021,99.9,350.0,0.0,0,0.611,1097.3,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.692,0.4,0.691,0.729,0,17.0,11.0,0.4,2.5,49.9,0.671,66.8,1795.6,1.5,19.2
43,0.0,45.0,4768,18:5:24.168,12.6,0.0,0.0,5.693,3092.4,4.0,19.3,46,0.008,0.8,54,1.9,0.0,8.8,2593.7,196.3,42.0,22.5,0.0,96.3,46,54,46,2.2,46,0.0,37,5.492,378.9,0,23.2,10254,8.3,45,0.0,60.1,0.2,56.0,0.0,1396.6,0.0,55,19.841,0.988,0.1,11.7,1.2,54,0.0,0.0,0.336,14.4,0.0,0.5,0.7,23.2,3127,1.1,46,1.3,10953,51.6,9.5,46,31.0,0.0,49.5,0.0,0.0,44.0,57,0.0,0.6,0.0,44.0,0.3,0.0,0.0,0.5,0,0.0,0.0,52,1.9,3.14,1.816,69.1,3092.4,0.2,46,0.0,98.6,1264,2.12,0.0,0.0,54,54,99.7,31.0,7.4,98.1,0.0,0.0,1.044,16.0,41,12.2,0.0,0.0,1.1,997.6,0.0,78.2,61.8,0.0,52,50,2.0,0.9,17.4,0.146,0.0,46,0.0,12.8,3.2,42.0,7.6,0.0,48,3.75,6.3,10.0,21.3,54,0.0,1.3,37,0.3,48,3.0,4389.3,1.6,10.0,0.0,1.044,27.5,5.493,4.0,2,0.0,8.8,26.0,0.5,5.6,21.6.2026,1.029,46,0.0,0.0,561,1.7,60.3,0.0,0.0,0.4,14.0,0.0,0.0,7.6,0.935,399.0,46,1.5,0.005,99.5,350.0,0.0,0,0.613,1695.9,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.663,0.5,1.003,1.049,0,17.0,17.0,0.7,3.2,193.4,0.656,79.5,4389.3,0.0,22.2
41,0.0,44.0,4768,18:5:25.167,7.4,0.0,0.0,5.693,1396.6,3.2,41.1,46,0.005,2.2,54,0.0,0.0,7.5,1396.6,162.4,41.8,21.5,0.0,98.3,46,55,46,0.0,47,0.0,37,4.948,327.6,0,34.2,10253,0.3,42,0.0,74.2,0.0,83.9,0.0,1396.6,0.0,58,19.841,0.661,0.2,0.0,3.5,54,0.2,0.0,0.0,40.1,0.1,0.3,0.2,34.2,3126,2.3,46,3.7,10954,51.6,9.5,47,14.0,0.0,49.0,0.0,0.0,13.0,59,0.0,1.0,0.1,14.0,0.0,0.0,0.0,0.5,0,0.0,0.0,45,0.0,2.964,1.496,49.4,1396.6,0.0,47,0.0,96.3,1264,1.845,0.0,0.0,54,54,99.9,14.0,1.1,96.1,0.1,0.0,0.705,5.4,40,7.8,0.0,0.0,0.8,1496.3,0.8,98.6,58.3,5.7,46,49,1.2,0.8,14.1,0.134,0.0,46,0.0,8.0,2.3,42.0,6.6,0.0,55,4.375,8.1,15.0,3.8,54,0.0,0.8,37,0.2,48,0.5,1296.8,1.2,15.8,0.0,0.705,4.7,4.942,10.0,2,0.8,0.6,14.0,0.9,0.6,21.6.2026,0.707,45,0.0,0.0,561,3.6,60.3,0.0,0.1,0.1,14.0,0.0,0.0,6.6,0.687,997.6,46,0.2,0.0,99.9,99.8,0.0,0,0.631,1396.6,0.0,0.0,0.0,1396.6,0.0,0,0.0,0.666,0.6,0.663,0.707,0,14.0,14.0,0.6,2.3,13.2,0.682,51.2,1396.6,4.4,20.6
44,0.0,43.0,4768,18:5:26.164,11.2,0.0,0.0,5.693,1097.3,3.7,23.2,46,0.004,0.5,53,0.0,0.0,9.6,1583.6,216.1,41.8,21.4,0.0,99.3,47,54,47,0.7,46,0.0,37,5.229,377.2,0,0.0,10252,8.2,45,0.0,77.5,0.0,75.2,0.0,1695.9,0.0,55,19.841,0.747,0.6,3.6,0.9,53,0.0,0.0,0.0,9.8,0.1,0.3,0.2,20.2,3127,1.0,47,5.5,10955,51.6,9.5,46,11.0,0.0,49.5,0.0,0.0,17.0,56,0.0,8.1,0.0,18.0,0.0,0.0,0.2,0.5,0,0.0,0.0,45,0.2,2.767,1.995,70.3,1695.9,0.0,45,0.0,99.0,1264,1.881,0.0,0.0,54,53,99.9,17.0,8.5,97.6,0.0,0.0,0.733,3.7,40,11.4,0.0,0.0,0.0,1296.8,0.0,86.1,21.2,0.0,47,49,1.1,0.0,17.4,0.122,0.0,47,0.0,4.2,3.2,42.0,3.5,0.0,55,5.625,25.4,13.0,0.0,53,0.0,0.7,37,0.2,47,0.4,1695.9,0.0,49.6,0.0,0.73,9.2,5.237,7.0,2,0.0,9.0,15.9,0.6,0.7,21.6.2026,0.733,46,0.0,0.0,561,2.2,60.3,0.0,0.0,0.1,17.0,0.0,0.0,3.5,0.721,698.3,46,0.3,0.003,99.9,350.0,0.0,0,0.626,1695.9,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.737,0.4,0.687,0.733,0,17.0,17.0,0.7,3.2,210.5,0.668,81.1,1795.6,2.1,20.2
43,0.0,45.0,4767,18:5:27.162,11.1,0.0,0.0,5.693,2693.4,3.9,13.0,50,0.004,0.3,55,0.6,0.0,6.7,2730.8,145.7,41.8,20.7,0.0,88.2,45,55,45,6.6,48,0.0,37,5.229,344.5,0,41.8,10247,6.4,46,0.0,58.9,0.1,47.3,0.0,3391.7,0.0,54,19.841,0.867,0.1,8.4,0.4,55,0.0,0.0,0.601,5.4,0.1,0.5,8.8,41.8,3128,1.0,45,1.9,10960,51.6,9.5,46,27.0,0.0,49.7,0.0,0.0,34.0,57,0.0,1.7,0.1,34.0,0.1,0.0,0.2,0.7,0,0.0,0.0,44,0.8,2.767,1.995,69.1,2693.4,0.1,45,0.0,99.5,1264,1.881,0.0,0.0,50,55,99.8,27.0,5.9,98.7,0.1,0.0,0.917,185.7,41,11.2,0.0,0.0,1.4,897.8,1.3,82.8,56.4,0.1,50,49,2.0,1.3,14.8,0.122,0.0,45,0.0,13.2,3.2,42.0,10.8,0.0,56,3.75,10.0,9.0,35.5,55,0.0,1.3,37,0.3,46,1.0,3391.7,3.5,17.5,0.0,0.942,37.3,6.01,38.0,2,1.3,6.7,27.4,0.6,1.6,21.6.2026,0.902,45,0.0,0.0,561,1.1,60.3,0.0,0.0,0.1,34.0,0.0,0.0,10.8,0.865,3790.7,46,6.7,0.006,99.8,350.0,0.0,0,0.961,2693.4,0.0,0.0,0.0,2693.4,0.0,0,0.0,0.858,0.7,0.857,0.917,0,27.0,27.0,0.8,3.2,130.2,0.655,81.1,3391.7,2.7,19.8
92,76.2,45.0,4889,18:5:28.171,83.8,0.0,7.2,5.693,3192.2,79.3,2424.3,81,0.006,129.4,27,6.1,0.0,144.2,3840.6,3728.9,41.8,85.3,0.0,1.9,73,21,73,86.5,89,0.0,37,6.028,3766.4,0,79.4,10119,82.2,83,0.2,2.7,129.9,1.4,0.0,4489.0,0.0,17,19.841,1.064,0.0,8.6,76.2,27,0.0,0.0,10.431,2396.9,78.8,0.2,148.8,86.5,3006,130.5,73,0.0,11088,52.2,9.5,91,32.0,132.1,8.2,130.0,0.0,45.0,8,0.0,0.0,77.2,45.0,128.1,6.8,0.1,3438.5,0,0.0,0.3,84,6.3,3.096,2.391,3191.0,3192.2,76.5,91,6.5,15.9,1264,1.995,0.0,0.0,19,27,16.3,32.0,82.4,15.9,75.6,0.0,1.065,3827.0,41,84.1,0.0,0.0,75.6,4489.0,77.3,7.5,10.7,76.7,92,49,0.7,77.4,146.2,0.145,0.0,73,0.4,8.4,135.4,42.0,79.8,0.0,16,52.501,0.0,45.0,79.1,27,0.0,0.6,37,0.1,52,2412.5,4489.0,8.6,0.0,0.0,1.065,10.8,58.504,39.0,2,76.7,140.8,38.5,3510.9,2369.5,21.6.2026,1.064,79,0.0,7.8,561,77.2,61.9,0.0,135.0,75.2,45.0,0.0,0.0,79.8,1.063,3890.5,53,86.3,0.005,16.3,350.0,0.3,0,0.996,3192.2,0.0,0.0,130.3,3192.2,0.0,0,0.0,1.064,3367.2,1.064,1.064,0,32.0,32.0,3390.0,135.4,3660.3,1.054,3347.1,4489.0,76.9,85.7
42,55.7,44.0,4765,18:5:29.164,60.9,0.0,7.0,5.693,1995.1,55.1,1651.1,48,0.006,93.5,53,0.0,0.0,96.6,1957.7,2469.6,41.8,58.3,0.0,26.2,47,54,47,57.6,49,0.0,37,41.645,2373.5,0,55.7,10264,55.0,48,0.3,23.2,93.1,19.6,0.0,1396.6,0.0,52,19.841,0.791,0.0,6.7,53.9,53,0.0,0.0,0.0,1693.3,51.3,0.4,96.2,60.9,3130,90.8,47,1.1,10943,51.5,9.5,49,20.0,92.7,20.8,96.1,0.0,31.0,58,0.0,0.4,53.4,28.0,88.4,6.5,0.0,2364.2,0,0.0,4.5,46,0.0,3.224,37.893,2164.0,2194.6,54.4,48,8.3,38.4,1264,9.798,0.0,0.0,52,53,38.4,22.0,55.0,36.5,55.9,0.0,0.829,2495.7,40,60.8,0.0,0.0,49.8,897.8,53.5,31.4,14.7,53.3,48,50,1.3,53.0,92.4,0.185,0.0,47,5.3,9.6,93.3,42.0,53.6,0.0,54,3.125,4.9,9.0,43.9,53,0.0,0.9,37,0.2,48,1682.2,3092.4,12.2,15.7,0.0,0.829,11.5,41.932,10.0,2,48.8,95.1,19.6,2270.5,1600.6,21.6.2026,0.831,46,0.0,10.1,561,54.4,60.3,0.0,88.9,50.9,14.0,0.0,0.0,53.6,0.781,997.6,49,57.4,0.0,38.4,350.0,4.9,0,0.613,2194.6,0.0,0.0,96.4,1097.3,0.0,0,0.0,0.656,2473.3,0.826,0.831,0,11.0,22.0,2463.3,93.4,2430.6,0.652,2262.4,2793.2,54.5,57.1
45,0.0,45.0,4765,18:5:30.165,15.3,0.0,0.0,5.693,1695.9,4.3,52.6,46,0.008,0.2,54,0.3,0.0,8.6,1558.7,196.5,41.8,23.6,0.0,98.6,46,54,46,1.3,48,0.0,37,5.26,361.8,0,0.0,10264,6.4,45,0.0,66.2,0.0,58.1,0.0,1396.6,0.0,55,19.841,0.662,0.2,6.4,0.4,54,0.2,0.0,0.205,3.9,0.1,0.5,0.6,24.2,3130,2.9,46,0.2,10943,51.6,9.5,48,17.0,0.0,49.2,0.0,0.0,17.0,55,0.0,3.2,0.1,14.0,0.5,0.0,0.4,0.5,0,0.0,0.0,45,0.6,3.303,1.423,59.4,1695.9,0.0,47,0.0,99.5,1264,1.96,0.0,0.0,54,54,99.9,17.0,5.5,94.8,0.1,0.0,0.73,13.4,41,14.9,0.0,0.0,2.6,1197.1,0.3,86.8,49.8,3.6,46,50,2.0,1.8,15.4,0.151,0.0,46,0.0,9.8,2.6,42.0,7.1,0.0,55,5.625,9.0,12.0,11.3,54,0.0,1.3,37,0.3,48,0.5,1695.9,0.0,21.4,0.0,0.73,22.2,5.26,6.0,2,11.3,2.6,15.6,0.9,9.1,21.6.2026,0.73,46,0.0,0.0,561,4.9,60.3,0.0,0.0,0.8,14.0,0.0,0.0,7.1,0.704,598.5,48,1.0,0.461,99.1,350.0,0.0,0,0.653,1695.9,0.0,0.0,0.0,1695.9,0.0,0,0.0,0.667,0.6,0.68,0.73,0,17.0,17.0,0.5,2.6,72.8,0.701,65.7,1396.6,6.5,24.2
42,0.0,45.0,4765,18:5:31.163,8.7,0.0,0.0,5.693,1695.9,3.2,31.6,46,0.002,0.6,55,0.0,0.0,7.0,1596.1,159.4,41.8,19.0,0.0,91.5,45,55,45,2.3,46,0.0,37,5.378,345.2,0,0.0,10266,4.0,46,0.0,73.5,0.1,78.8,0.0,1895.4,0.0,54,19.841,0.708,0.0,4.0,1.0,55,0.0,0.0,0.066,10.3,0.0,0.2,4.9,17.2,3130,1.8,45,6.3,10941,51.5,9.5,46,17.0,0.0,49.6,0.0,0.0,20.0,58,0.0,4.5,0.0,19.0,0.1,0.0,0.4,0.4,0,0.0,0.0,44,0.4,2.759,2.161,63.6,1695.9,0.1,45,0.0,98.9,1264,1.833,0.0,0.0,54,55,99.9,17.0,3.4,96.9,0.0,0.0,0.734,100.0,41,9.6,0.0,0.0,0.0,798.0,0.0,89.8,41.4,0.0,46,49,0.5,0.0,15.0,0.115,0.0,45,0.0,7.4,2.9,42.0,2.8,0.0,56,3.125,19.4,8.0,0.0,55,0.0,0.4,37,0.1,48,0.8,1995.1,5.0,33.9,0.0,0.738,8.5,5.379,10.0,2,0.0,5.8,16.0,0.4,1.4,21.6.2026,0.734,45,0.0,0.0,561,2.8,60.3,0.0,0.0,0.1,19.0,0.0,0.0,2.8,0.715,997.6,46,2.5,0.014,99.8,350.0,1.5,0,0.613,1695.9,0.0,0.0,0.0,1097.3,0.0,0,0.0,0.702,0.4,0.718,0.734,0,11.0,17.0,0.8,2.9,112.0,0.651,72.1,1895.4,1.1,17.2
42,13.8,45.0,4769,18:5:32.167,13.6,0.0,0.0,5.693,1695.9,3.9,6.2,46,0.006,1.8,55,17.9,0.0,8.6,1758.2,196.8,41.8,7.5,0.0,97.1,45,55,45,1.9,48,0.0,37,5.594,142.5,0,54.4,10263,7.3,45,0.0,66.4,0.1,50.2,0.0,1695.9,0.0,55,19.841,0.748,0.2,2.9,2.9,55,0.1,0.0,3.399,32.8,0.0,0.5,1.0,54.4,3126,0.4,45,0.9,10943,51.6,9.5,48,17.0,0.0,49.3,0.0,0.0,25.0,58,0.0,2.0,0.0,24.0,0.8,0.0,0.0,0.5,0,0.0,0.0,45,17.9,3.15,1.918,64.2,1097.3,0.1,46,0.0,96.8,1264,1.977,0.0,0.0,54,55,99.9,11.0,6.7,99.3,0.0,0.0,0.777,23.6,42,13.0,0.0,0.0,3.4,1695.9,0.0,88.3,43.4,5.0,46,49,1.8,0.8,7.5,0.14,0.0,45,0.0,10.1,2.9,42.0,7.2,0.0,55,4.375,6.6,17.0,0.0,55,0.0,1.1,37,0.3,46,0.9,2493.9,1.4,30.1,0.0,0.777,33.0,5.59,11.0,2,0.0,7.0,17.6,0.5,15.5,21.6.2026,0.782,45,0.0,0.0,561,0.6,60.4,0.0,0.0,1.3,17.0,0.0,0.0,7.2,0.76,1097.3,48,1.2,0.0,98.5,350.0,0.0,0,0.648,1097.3,0.0,0.0,7.4,1895.4,0.0,0,0.0,0.691,0.4,0.768,0.777,0,19.0,11.0,191.2,2.9,159.9,0.754,73.2,2394.1,0.0,0.0
44,47.8,45.0,4805,18:5:33.181,32.1,0.0,3.7,5.693,1097.3,11.6,5.5,46,0.008,13.8,53,34.3,0.0,26.6,1583.6,657.9,41.8,0.5,0.0,75.9,47,54,47,4.5,47,0.0,37,8.965,7.8,0,47.7,10306,19.1,46,0.0,27.7,2.0,0.7,0.0,2094.9,0.0,54,19.841,0.781,7.0,42.3,20.1,53,1.5,0.0,28.233,245.5,0.0,0.5,4.8,47.7,3090,0.3,47,0.0,10901,51.4,9.5,47,11.0,0.0,45.2,0.0,0.0,14.0,56,0.0,0.0,0.0,27.0,6.4,0.0,0.3,0.5,0,0.0,0.0,48,34.6,3.823,4.545,218.6,1097.3,2.5,47,0.0,74.5,1264,3.114,0.0,0.0,54,53,97.4,11.0,19.9,99.4,0.0,0.0,0.819,113.3,43,32.8,0.0,0.0,8.9,2094.9,0.0,34.1,47.8,19.4,48,49,1.8,1.6,0.7,0.198,0.0,47,0.0,21.8,9.5,36.0,15.1,0.0,52,8.125,0.0,21.0,37.3,53,0.0,1.4,37,0.3,46,35.1,1396.6,17.6,0.2,0.0,0.834,63.0,8.971,14.0,2,0.6,16.9,15.9,0.6,113.4,21.6.2026,0.809,46,0.0,0.0,561,0.5,60.8,0.0,0.0,9.3,21.0,0.0,0.0,15.1,0.8,1396.6,46,5.4,0.015,90.0,300.0,0.0,0,0.728,1097.3,0.0,0.0,42.1,1097.3,0.0,0,0.0,0.79,0.6,0.806,0.824,0,11.0,11.0,1040.2,9.5,403.2,0.734,237.2,2693.4,1.1,9.3
69,77.4,45.0,6324,18:5:34.188,66.0,0.0,5.5,5.693,2992.7,47.6,1312.9,67,0.002,55.6,34,6.3,0.0,106.3,3042.6,2767.1,41.8,31.4,0.0,48.9,66,32,66,39.4,82,0.0,37,22.272,1234.7,0,74.4,8317,48.0,82,0.0,21.1,52.8,8.8,0.0,4389.3,0.0,18,19.841,1.083,0.1,12.9,46.6,34,0.1,0.0,18.174,1341.3,43.4,0.1,61.1,74.4,1571,52.7,66,0.0,12890,60.7,8.9,73,30.0,48.1,25.2,55.5,0.0,37.0,31,0.0,0.0,41.1,36.0,53.4,5.0,0.0,1576.6,0,0.0,0.0,63,6.3,3.613,18.336,1702.5,1097.3,43.2,73,4.3,46.8,1190,6.532,0.0,0.0,33,34,51.0,11.0,56.3,51.2,36.4,0.0,1.059,1004.9,42,68.6,0.0,0.0,33.5,4489.0,44.5,26.9,24.5,36.8,82,49,0.3,33.4,49.3,0.326,0.0,66,2.2,10.5,64.6,42.0,42.9,0.0,37,27.5,0.0,45.0,32.8,34,0.0,0.3,37,0.1,50,1309.0,3691.0,10.1,0.0,0.0,1.079,16.0,22.27,39.0,2,36.1,73.2,30.5,1762.4,1313.9,21.6.2026,1.079,68,0.0,5.8,561,43.5,80.0,0.0,52.8,44.0,44.0,0.0,0.0,42.9,1.075,3890.5,49,39.1,0.003,49.1,350.0,1.4,0,0.988,2992.7,0.0,0.0,114.0,1097.3,0.0,0,0.0,1.061,1493.3,1.079,1.059,0,11.0,30.0,3133.0,64.6,2180.4,1.101,1777.5,3591.2,33.1,36.6
