P-core 3 [°C],P-core 1 T1 C0 Ocupação [%],PCH Temperatura [°C],Memória física utilizada [MB],Time,P-core 2 T0 Uso [%],GPU Core (NVVDD) Saida de Energia [W].1,E-core 7 C1 Ocupação [%],Potência das linhas GPU (avg) [W],E-core 4 Relógio [MHz],Core C0 Ocupação (avg) [%],E-core 6 T0 Relógio efetivo [MHz],P-core 1 [°C],Potência de núcleo GT [W],E-core 7 T0 Utilização [%],E-core 7 Distância para TjMAX [°C],Atividade de leitura [%],GPU Core (NVVDD) Entrada de energia (sum) [W],P-core 2 T0 Utilização [%],Relógios núcleo (avg) [MHz],P-core 2 T0 Relógio efetivo [MHz],SPD Hub Temperatura [°C],P-core 1 T0 C0 Ocupação [%],Uso de memória GPU [%],P-core 0 C7 Ocupação [%],E-core 5 [°C],Distância do núcleo para TjMAX (avg) [°C],E-core 7 [°C],P-core 0 T0 Uso [%],CPU Inteira [°C],iGPU VID [V],Temperatura do disco [°C],Potência total da CPU [W],P-core 1 T0 Relógio efetivo [MHz],Memória GPU alocada [MB],P-core 1 T1 Uso [%],Memória virtual disponível [MB],P-core 3 T0 Uso [%],P-core 0 [°C],P-core 0 C6 Ocupação [%],Core C7 Ocupação (avg) [%],E-core 5 T0 Utilização [%],P-core 2 C7 Ocupação [%],Carga do núcleo da GPU [%],P-core 1 Relógio [MHz],Temperatura de ponto quente da GPU [°C],P-core 0 Distância para TjMAX [°C],Tensões de linhas GPU (avg) [V],P-core 2 VID [V],Taxa de download atual [KB/s],P-core 3 C1 Ocupação [%],E-core 7 T0 C0 Ocupação [%],E-core 6 Distância para TjMAX [°C],Taxa de upload atual [KB/s],Carga do barramento GPU [%],Taxa de leituras [MB/s],E-core 7 T0 Relógio efetivo [MHz],P-core 2 T1 C0 Ocupação [%],GPU Render/Computing Uso [%],P-core 0 T0 Utilização [%],Uso máximo de CPU / thread [%],Memória física disponível [MB],E-core 6 T0 Utilização [%],E-core 4 [°C],Package C6 Ocupação [%],Memória virtual comprometida [MB],Carga da memória virtual [%],Utilização do arquivo de paginação [%],CPU Inteira [°C].1,E-core 4 Relação [x],P-core 3 T1 Utilização [%],Core C6 Ocupação (avg) [%],P-core 0 T1 Utilização [%],GPU Potência [W],P-core 3 Relação [x],P-core 3 Distância para TjMAX [°C],GPU PCIe +3 3V Entrada de energia (est) [W],Package C3 Ocupação [%],P-core 3 T1 C0 Ocupação [%],P-core 2 Relação [x],E-core 4 T0 Utilização [%],E-core 5 C1 Ocupação [%],Atividade de gravação [%],P-core 3 T1 Relógio efetivo [MHz],Memória GPU disponível [MB],Temperatura de junção da memória GPU [°C],P-core 1 C6 Ocupação [%],P-core 2 [°C],Atividade total [%],Potência do System Agent [W],Potência de núcleos IA [W],Relógios efetivos núcleo (avg) [MHz],E-core 5 Relógio [MHz],E-core 5 T0 C0 Ocupação [%],CPU IA Cores [°C],E-core 6 C1 Ocupação [%],E-core 7 C6 Ocupação [%],Page File Used [MB],Potência total do sistema [W],GPU Core Voltage [V],GPU 12VHPWR Potência [W],P-core 1 Distância para TjMAX [°C],E-core 4 Distância para TjMAX [°C],E-core 5 C6 Ocupação [%],E-core 5 Relação [x],P-core 3 T0 C0 Ocupação [%],E-core 6 C6 Ocupação [%],P-core 0 T1 C0 Ocupação [%],Utilização de D3D GPU [%].1,E-core 6 VID [V],P-core 0 T0 Relógio efetivo [MHz],Temperatura do disco 3 [°C],P-core 2 T0 C0 Ocupação [%],Relógio de vídeo GPU [MHz],GPU Crossbar Relógio [MHz],E-core 4 T0 Uso [%],P-core 0 Relógio [MHz],P-core 3 T1 Uso [%],P-core 3 C7 Ocupação [%],P-core 1 C1 Ocupação [%],E-core 7 T0 Uso [%],Núcleo máximo [°C],VR VCC Temperatura (SVID) [°C],Utilização de D3D GPU [%],E-core 5 T0 Uso [%],P-core 1 T0 Utilização [%],Potência do restante do chip [W],GPU FBVDD Tensão de entrada [V],E-core 6 [°C],P-core 2 C6 Ocupação [%],Core C1 Ocupação (avg) [%],Utilização do núcleo (avg) [%],Relógio de memória GPU [MHz],Uso do núcleo (avg) [%],GPU Clock [MHz].1,P-core 2 Distância para TjMAX [°C],VR VCC Corrente (SVID IOUT) [A],Package C2 Ocupação [%],P-core 0 Relação [x],P-core 2 T1 Uso [%],E-core 5 Distância para TjMAX [°C],Fonte PP de entrada GPU Potência (sum) [W],Uso total da GPU [%],Temperatura do disco 2 [°C],Utilizações de D3D GPU (avg) [%],GPU Core Temperatura [°C],E-core 5 T0 Relógio efetivo [MHz],P-core 3 Relógio [MHz],P-core 0 C1 Ocupação [%],P-core 1 C7 Ocupação [%],GPU FBVDD Voltagemm de saída [V],E-core 7 VID [V],P-core 2 C1 Ocupação [%],IGPU Potência [W],Uncore Relação [x],PCI Express Error Counters (avg) [],P-core 0 T1 Uso [%],P-core 3 T0 Utilização [%],Relação do relógio do núcleo (avg) [x],P-core 2 T1 Relógio efetivo [MHz],E-core 4 T0 Relógio efetivo [MHz],Date,E-core 4 VID [V],Temperaturas centrais (avg) [°C],GPU 12VHPWR Voltagem [V],E-core 4 C1 Ocupação [%],Memória dinâmica D3D GPU [MB],E-core 6 T0 C0 Ocupação [%],Carga da memória física [%],GPU Core (NVVDD) Saida de Energia [W],P-core 2 T1 Utilização [%],E-core 4 T0 C0 Ocupação [%],P-core 1 Relação [x],Velocidade do link PCIe [GT/s],GPU FBVDD Saida de Energia [W],Uso total da CPU [%],Core VIDs (avg) [V],Ring/LLC Relógio [MHz],CPU GT Cores (gráficos) [°C],P-core 0 T0 C0 Ocupação [%],Taxa de gravações [MB/s],E-core 4 C6 Ocupação [%],GPU Clock [MHz],P-core 3 C6 Ocupação [%],Recovery Count [],Uncore VID [V],E-core 7 Relógio [MHz],Relógio de memória GPU [MHz].1,GPU FBVDD Entrada de energia [W],P-core 1 T1 Utilização [%],E-core 6 Relógio [MHz],Temperatura GPU [°C],Memória dedicada D3D GPU [MB],Limite térmico da GPU [°C],P-core 1 VID [V],P-core 0 T1 Relógio efetivo [MHz],P-core 3 VID [V],E-core 5 VID [V],Memória dinâmica D3D GPU [MB].1,E-core 6 Relação [x],E-core 7 Relação [x],P-core 1 T1 Relógio efetivo [MHz],Utilização total da CPU [%],P-core 3 T0 Relógio efetivo [MHz],P-core 0 VID [V],Relógio efetivo médio [MHz],P-core 2 Relógio [MHz],E-core 6 T0 Uso [%],P-core 1 T0 Uso [%]
84,77.7,46.0,6325,18:5:35.192,80.0,0.0,17.0,5.693,3092.4,83.7,2488.3,76,0.009,135.3,22,0.0,0.0,121.5,3778.3,3243.0,41.8,91.3,0.0,0.0,78,21,78,81.5,84,0.0,37,50.12,3954.5,0,83.0,8327,85.4,78,0.0,0.0,137.9,0.0,0.0,4489.0,0.0,22,19.841,1.081,0.5,14.9,80.3,22,0.1,0.0,0.0,2434.6,95.2,0.6,121.0,93.1,1570,138.7,76,0.0,12879,60.7,8.9,84,31.0,116.7,0.1,131.1,0.0,45.0,16,0.0,0.0,80.6,45.0,140.9,14.3,0.3,3196.8,0,0.0,0.0,84,0.3,4.287,44.274,3123.7,3092.4,83.6,84,15.3,1.0,1190,12.889,0.0,0.0,24,24,0.0,31.0,81.8,0.0,86.1,0.0,1.038,3358.5,42,78.4,0.0,0.0,87.4,4389.3,79.6,0.0,2.8,82.7,84,49,2.0,85.3,147.9,0.684,0.0,78,0.0,10.8,133.3,42.0,85.0,0.0,16,42.501,0.0,44.0,93.1,22,0.0,1.3,37,0.3,51,2481.9,4489.0,8.8,0.0,0.0,1.038,2.3,50.119,39.0,2,87.7,126.0,37.9,3990.6,2530.7,21.6.2026,1.013,79,0.0,11.2,561,83.1,80.1,0.0,144.1,86.2,45.0,0.0,0.0,85.0,1.052,3890.5,51,80.4,0.036,0.0,350.0,0.0,0,0.993,3092.4,0.0,0.0,138.0,3092.4,0.0,0,0.0,1.09,3318.1,1.054,1.038,0,31.0,31.0,3298.0,133.2,3189.2,1.059,3256.1,4489.0,85.6,88.6
74,82.7,46.0,5729,18:5:36.189,99.5,0.0,10.2,5.693,1097.3,86.1,2516.5,84,0.009,140.5,35,100.0,0.0,170.7,3516.4,4408.3,41.8,86.1,0.0,0.0,65,27,65,88.8,89,0.0,37,56.242,3430.8,0,83.6,9012,86.9,81,0.0,0.0,140.0,0.0,0.0,4489.0,0.0,19,19.841,1.06,0.1,5.1,85.9,35,0.0,0.0,41.466,2512.4,78.5,0.6,137.8,99.5,2166,140.6,65,0.0,12195,57.5,8.9,89,11.0,138.5,0.7,138.1,0.0,43.0,26,0.0,0.0,87.4,45.0,140.8,12.7,0.6,3623.9,0,0.0,0.0,83,100.0,4.773,50.366,3221.6,3092.4,84.1,89,12.2,2.0,1190,13.909,0.0,0.0,16,35,1.2,31.0,82.7,0.0,88.3,0.0,1.065,3515.7,44,99.1,0.0,0.0,88.4,4489.0,87.4,0.0,8.9,87.8,84,50,1.9,87.2,134.0,0.712,0.0,65,0.0,7.8,140.6,42.0,88.0,0.0,17,48.126,0.0,45.0,81.9,35,0.0,1.3,37,0.3,52,2472.8,4289.5,1.7,0.0,0.0,1.065,0.0,56.261,39.0,2,89.1,137.2,35.2,3483.2,2474.5,21.6.2026,1.053,73,0.0,11.3,561,86.1,72.5,0.0,140.5,84.5,45.0,0.0,0.0,88.0,1.065,3890.5,52,87.6,0.351,2.0,350.0,0.0,0,0.996,3092.4,0.0,0.0,128.0,3092.4,0.0,0,0.0,1.063,3544.8,1.08,1.065,0,31.0,31.0,3267.5,140.6,3408.2,1.068,3363.0,4489.0,88.2,86.9
46,52.5,46.0,4917,18:5:37.192,37.7,0.0,12.4,5.693,1097.0,21.0,124.1,51,0.004,43.5,53,83.0,0.0,57.7,2530.7,787.1,41.8,21.3,0.0,44.2,47,52,47,35.1,49,0.0,37,25.137,937.2,0,52.4,10258,28.1,46,1.9,31.5,34.9,35.3,0.0,3690.0,0.0,54,19.841,1.047,0.0,33.6,25.4,53,0.0,0.0,25.138,344.9,7.7,0.3,57.4,52.4,2978,33.0,47,0.0,10949,51.6,8.9,49,11.0,34.7,37.5,30.2,0.0,43.0,54,0.0,1.5,0.9,45.0,42.7,7.2,0.7,38.9,0,0.0,2.1,50,83.7,4.048,20.456,654.5,1097.0,13.9,48,0.0,59.1,1190,6.889,0.0,0.0,49,53,77.6,11.0,18.2,91.6,17.1,0.0,1.005,1457.5,45,23.6,0.0,0.0,37.1,1396.2,0.0,41.5,29.5,38.3,51,50,1.2,27.0,37.4,0.299,0.0,47,3.9,16.0,43.4,42.0,24.0,0.0,50,16.25,3.8,14.0,0.0,53,0.0,0.9,37,0.2,50,200.7,4288.4,12.3,5.0,0.0,1.0,26.5,25.165,11.0,2,0.0,41.9,25.4,337.3,389.6,21.6.2026,1.007,48,0.0,6.2,561,8.0,62.2,0.0,32.9,28.5,37.0,0.0,0.0,24.0,0.955,1097.0,49,34.5,1.12,63.4,350.0,0.3,0,0.646,1097.0,0.0,0.0,74.7,3091.7,0.0,0,0.0,0.898,750.0,1.017,1.0,0,31.0,11.0,1898.9,43.5,587.5,0.668,738.5,4487.9,23.3,9.3
45,33.3,45.0,4901,18:5:38.204,26.1,0.0,0.0,5.693,1097.3,6.5,0.4,46,0.007,2.0,53,2.1,0.0,28.4,1882.9,692.0,41.8,0.6,0.0,94.1,47,54,47,2.4,48,0.0,37,9.195,7.8,0,33.7,10284,12.8,45,0.0,52.7,0.1,31.9,0.0,2493.9,0.0,55,19.841,0.75,0.0,13.7,3.0,53,0.0,0.0,2.738,35.5,0.0,0.5,1.8,33.7,2993,0.0,47,0.0,10923,51.5,8.9,49,11.0,0.0,49.7,0.0,0.0,23.0,55,0.0,0.7,0.0,24.0,0.6,0.0,0.9,0.5,0,0.0,0.5,44,3.1,3.584,5.043,174.9,1097.3,0.1,48,0.0,96.6,1190,2.977,0.0,0.0,54,53,99.8,11.0,13.0,100.0,0.0,0.0,0.753,44.6,44,25.5,0.0,0.0,4.0,2094.9,20.0,70.2,47.3,4.7,47,50,1.9,1.9,0.7,0.182,0.0,47,0.7,12.7,7.2,42.0,11.1,0.0,56,10.625,3.1,21.0,0.0,53,0.0,1.3,37,0.3,48,1.9,2294.4,3.2,14.6,0.0,0.763,37.6,9.185,18.0,2,26.4,16.9,18.9,0.6,10.3,21.6.2026,0.745,46,0.0,0.0,561,0.0,62.0,0.0,0.0,0.7,25.0,0.0,0.0,11.1,0.753,1795.6,49,2.1,3.5,99.2,350.0,1.0,0,0.706,1795.6,0.0,0.0,35.5,1795.6,0.0,0,0.0,0.761,0.5,0.74,0.745,0,18.0,18.0,874.2,7.2,429.9,0.767,206.2,2394.1,0.3,0.7
44,24.5,45.0,4893,18:5:39.213,10.0,0.0,0.0,5.693,1596.1,4.6,5.7,46,0.006,2.3,53,2.4,0.0,5.7,1770.7,138.6,41.8,0.7,0.0,82.9,47,54,47,3.6,48,0.0,38,5.441,7.0,0,23.8,10293,8.1,46,0.0,60.9,1.0,65.2,0.0,1197.1,0.0,54,19.841,0.807,0.1,9.3,4.1,53,0.0,0.0,1.556,44.4,0.0,0.4,2.5,35.8,3002,0.3,47,0.0,10914,51.4,8.9,48,16.0,0.0,49.0,0.0,0.0,29.0,56,0.0,3.1,0.0,29.0,1.0,0.0,0.3,0.5,0,0.0,0.0,48,2.7,3.22,1.686,66.5,1596.1,1.5,47,0.0,95.5,1190,2.018,0.0,0.0,54,53,98.5,16.0,8.0,99.5,0.1,0.0,0.833,52.4,44,10.6,0.0,0.0,1.8,1296.8,0.0,80.0,54.8,3.9,48,50,1.6,1.8,0.6,0.145,0.0,47,0.0,12.1,3.0,42.0,7.5,0.0,52,4.375,8.4,13.0,35.8,53,0.0,1.1,38,0.3,48,17.1,2892.9,12.6,15.4,0.0,0.843,20.0,5.445,4.0,2,0.0,7.1,17.8,0.5,17.3,21.6.2026,0.798,46,0.0,0.0,561,0.4,61.9,0.0,0.0,1.5,12.0,0.0,0.0,7.5,0.782,399.0,48,3.4,0.154,98.4,350.0,0.0,0,0.633,1596.1,0.0,0.0,15.1,1097.3,0.0,0,0.0,0.688,0.5,0.807,0.798,0,11.0,16.0,356.9,3.0,156.8,0.682,74.8,2892.9,0.0,0.8
42,22.6,45.0,4891,18:5:40.207,9.2,0.0,0.0,5.693,1596.1,3.5,0.5,46,0.002,3.5,54,0.0,0.0,5.3,1434.0,122.9,42.0,0.7,0.0,97.3,46,54,46,0.0,48,0.0,38,4.425,7.0,0,21.5,10295,1.4,45,0.0,79.9,0.1,80.9,0.0,1097.3,0.0,55,19.841,0.698,0.2,2.4,4.9,54,0.2,0.0,0.027,58.5,0.1,0.1,0.2,38.6,3004,0.0,46,0.0,10912,51.4,8.9,48,16.0,0.0,49.1,0.0,0.0,18.0,58,0.0,14.4,0.0,18.0,0.6,0.0,0.0,0.5,0,0.0,0.0,47,0.1,2.933,1.052,47.7,1596.1,0.1,46,0.0,94.5,1190,1.82,0.0,0.0,54,54,99.9,16.0,1.9,99.9,0.1,0.0,0.72,7.0,43,10.1,0.0,0.0,0.0,897.8,31.4,94.8,24.7,3.1,47,49,0.6,0.0,0.6,0.12,0.0,46,0.0,4.3,2.1,42.0,8.8,0.0,53,3.125,26.3,9.0,0.0,54,0.0,0.3,38,0.1,48,0.8,1795.6,1.9,46.8,0.0,0.72,5.5,4.42,4.0,2,38.6,1.4,14.4,1.0,9.5,21.6.2026,0.718,46,0.0,0.0,561,0.1,61.9,0.0,0.1,1.0,11.0,0.0,0.0,8.8,0.697,399.0,48,0.6,0.13,98.6,350.0,0.0,0,0.611,1097.3,0.0,0.0,13.8,1596.1,0.0,0,0.0,0.652,0.5,0.703,0.718,0,16.0,11.0,335.2,2.1,28.8,0.647,51.3,1795.6,0.8,0.0
45,21.0,45.0,4890,18:5:41.200,15.0,0.0,0.0,5.693,1596.1,3.9,0.4,45,0.007,1.2,53,0.5,0.0,8.0,1334.2,181.8,42.0,0.7,0.0,93.1,47,54,47,3.0,48,0.0,38,5.324,6.2,0,21.3,10296,6.1,45,0.0,68.6,0.0,76.1,0.0,1097.3,0.0,55,19.841,0.683,0.0,6.3,2.3,53,0.0,0.0,0.341,22.3,0.0,0.5,3.0,21.3,3004,0.0,47,0.1,10911,51.4,8.9,48,16.0,0.0,49.6,0.0,0.0,16.0,55,0.0,4.5,0.1,12.0,0.2,0.0,0.2,0.5,0,0.0,0.0,45,0.7,3.274,1.525,57.1,1596.1,0.1,46,0.0,97.5,1190,1.998,0.0,0.0,55,53,99.9,16.0,5.8,99.9,0.0,0.0,0.721,67.2,43,14.0,0.0,0.0,2.6,897.8,0.9,86.0,53.6,4.5,47,49,2.0,2.4,0.5,0.147,0.0,47,0.0,8.6,2.6,42.0,4.8,0.0,55,3.75,10.6,9.0,0.0,53,0.0,1.4,38,0.3,48,1.0,1596.1,4.0,19.3,0.0,0.721,5.2,5.311,4.0,2,0.9,5.0,13.4,0.5,5.7,21.6.2026,0.721,46,0.0,0.0,561,0.0,61.9,0.0,0.0,0.5,11.0,0.0,0.0,4.8,0.701,399.0,48,2.2,0.061,99.4,350.0,0.0,0,0.633,1097.3,0.0,0.0,12.5,1596.1,0.0,0,0.0,0.688,0.4,0.676,0.721,0,16.0,11.0,284.4,2.5,114.6,0.676,66.2,1197.1,0.0,1.4
88,68.3,44.0,5206,18:5:42.203,68.6,0.0,9.0,5.693,3092.4,62.2,1776.1,81,0.007,101.0,21,2.1,0.0,112.8,3778.3,2893.8,41.8,59.8,0.0,27.9,79,19,79,62.7,88,0.0,38,5.324,2632.7,0,68.2,9944,66.9,82,0.2,17.1,97.2,12.0,0.0,4489.0,0.0,18,19.841,1.087,0.1,9.9,61.6,21,0.0,0.0,10.975,1841.5,58.9,0.4,106.1,73.2,2688,96.5,79,0.0,11263,53.1,8.9,88,31.0,103.4,15.0,105.5,0.0,45.0,12,0.0,1.2,61.1,45.0,97.5,9.0,0.0,2675.5,0,0.0,0.0,79,2.1,3.274,1.525,2427.6,3092.4,59.2,88,9.3,27.3,1190,1.998,0.0,0.0,19,21,30.6,31.0,66.6,30.7,62.0,0.0,1.116,2720.1,43,68.6,0.0,0.0,59.2,4389.3,61.8,18.4,14.9,61.3,88,49,1.6,58.8,102.5,0.147,0.0,79,0.3,9.8,103.8,42.0,64.0,0.0,21,64.376,3.8,44.0,73.2,21,0.0,1.1,38,0.3,53,1787.4,4489.0,3.3,10.2,0.0,1.116,13.5,40.359,39.0,2,63.1,111.1,37.9,2605.0,1790.3,21.6.2026,1.116,81,0.0,9.2,561,58.8,65.9,0.0,101.2,59.3,45.0,0.0,0.0,64.0,1.09,3890.5,53,62.6,0.001,30.3,350.0,0.6,0,0.993,3092.4,0.0,0.0,111.1,3092.4,0.0,0,0.0,1.032,2714.5,1.062,1.116,0,31.0,31.0,2842.6,103.8,2851.6,1.078,2551.4,4489.0,59.5,64.4
43,49.5,44.0,4898,18:5:43.215,41.7,0.0,9.2,5.693,1596.1,37.8,1025.0,46,0.004,57.0,53,0.3,0.0,64.1,1396.6,1622.2,42.0,35.5,0.0,53.3,47,54,47,33.6,50,0.0,38,30.443,1569.2,0,48.2,10292,43.6,46,0.0,34.1,55.3,27.5,0.0,897.8,0.0,54,19.841,0.667,0.0,4.3,34.6,53,0.0,0.0,0.046,1033.5,36.3,0.3,58.9,48.2,2997,56.4,47,0.0,10915,51.4,8.9,50,16.0,64.6,28.7,64.2,0.0,15.0,57,0.0,1.2,38.4,15.0,56.3,10.0,0.1,1653.5,0,0.0,1.9,45,0.3,3.577,26.242,1432.4,1596.1,33.1,47,9.3,55.4,1190,7.845,0.0,0.0,54,53,56.3,16.0,44.4,56.3,37.5,0.0,0.715,1513.8,43,42.4,0.0,0.0,32.2,897.8,0.0,47.5,35.6,3.0,47,50,1.1,31.5,61.3,0.284,0.0,47,3.5,13.1,61.5,42.0,27.5,0.0,55,2.5,6.2,9.0,0.0,53,0.0,0.8,38,0.2,49,1003.8,1496.3,7.3,7.9,0.0,0.715,20.0,34.698,4.0,2,34.6,66.9,14.0,1613.1,1023.1,21.6.2026,0.719,46,0.0,9.4,561,33.8,62.0,0.0,63.1,33.7,9.0,0.0,0.0,27.5,0.689,399.0,50,34.4,0.084,56.3,350.0,0.0,0,0.611,1596.1,0.0,0.0,69.3,1596.1,0.0,0,0.0,0.642,1651.1,0.669,0.715,0,16.0,16.0,1766.4,61.5,1714.4,0.675,1513.1,1496.3,32.2,30.1
45,22.0,44.0,4899,18:5:44.222,10.2,0.0,0.0,5.693,1695.9,3.7,0.5,46,0.008,1.3,53,0.2,0.0,5.9,1434.0,139.7,42.0,0.6,0.0,98.0,47,54,47,1.9,48,0.0,38,5.291,5.4,0,21.8,10293,6.6,45,0.0,66.0,0.1,64.4,0.0,997.6,0.0,55,19.841,0.656,0.0,5.1,2.4,53,0.0,0.0,0.21,24.0,0.0,0.5,1.3,32.5,2996,0.0,47,0.8,10914,51.4,8.9,48,17.0,0.0,49.6,0.0,0.0,17.0,55,0.0,1.1,0.0,11.0,0.1,0.0,0.0,0.4,0,0.0,0.0,45,0.2,3.172,1.584,57.5,1695.9,0.2,47,0.0,97.4,1190,1.984,0.0,0.0,54,53,99.8,17.0,6.4,99.9,0.0,0.0,0.736,32.5,42,10.4,0.0,0.0,0.4,897.8,32.5,86.7,57.3,23.7,47,50,2.0,0.0,0.5,0.145,0.0,47,0.0,10.5,2.6,42.0,10.0,0.0,55,3.125,6.7,9.0,22.8,53,0.0,1.3,38,0.3,49,1.9,1695.9,0.0,14.8,0.0,0.736,21.7,5.297,4.0,2,0.3,6.6,14.4,0.5,1.6,21.6.2026,0.733,46,0.0,0.0,561,0.0,62.0,0.0,0.0,0.2,10.0,0.0,0.0,10.0,0.698,399.0,48,1.7,0.133,99.8,350.0,0.0,0,0.611,1695.9,0.0,0.0,14.8,1695.9,0.0,0,0.0,0.651,0.4,0.683,0.738,0,17.0,17.0,337.4,2.6,146.1,0.655,66.6,1097.3,0.0,0.0
43,23.6,45.0,4898,18:5:45.229,11.5,0.0,0.0,5.693,3092.4,3.8,0.8,47,0.005,0.9,54,0.0,0.0,6.9,3329.4,156.7,42.0,0.7,0.0,98.8,46,54,46,1.2,49,0.0,38,5.283,6.4,0,22.9,10293,7.3,49,0.0,66.5,0.2,63.1,0.0,4489.0,0.0,51,19.841,1.036,0.3,2.0,1.5,54,0.3,0.0,0.0,15.2,0.1,0.4,0.7,22.9,2996,0.1,46,0.6,10914,51.4,8.9,48,31.0,0.0,50.0,0.0,0.0,45.0,57,0.0,1.0,0.0,44.0,0.1,0.0,0.2,0.5,0,0.0,0.1,45,0.2,3.102,1.653,57.4,3092.4,0.2,46,0.0,98.3,1190,1.94,0.0,0.0,53,54,99.7,31.0,6.4,99.9,0.0,0.0,1.021,4.7,42,11.5,0.0,0.0,0.3,897.8,1.7,87.1,53.4,3.1,49,49,1.5,1.9,0.6,0.138,0.0,46,0.0,9.5,2.6,42.0,5.5,0.0,55,2.5,8.5,9.0,9.9,54,0.0,1.0,38,0.3,48,2.6,4489.0,0.0,16.8,0.0,1.021,20.6,5.278,8.0,2,1.7,6.7,33.4,1.0,2.2,21.6.2026,1.026,46,0.0,0.0,561,0.1,62.0,0.0,0.1,0.2,45.0,0.0,0.0,5.5,0.982,798.0,48,1.0,0.007,99.7,350.0,2.3,0,0.626,3092.4,0.0,0.0,15.5,3092.4,0.0,0,0.0,1.033,0.6,1.036,1.026,0,31.0,31.0,359.3,2.6,139.3,0.657,67.3,4389.3,1.7,2.2
41,18.5,45.0,4898,18:5:46.240,12.6,0.0,0.0,5.693,1695.9,3.3,0.5,46,0.004,1.4,55,0.4,0.0,8.5,1546.2,214.9,41.8,0.6,0.0,99.5,45,55,45,0.1,48,0.0,38,4.441,5.7,0,17.7,10290,3.5,45,0.0,77.8,0.0,78.8,0.0,1197.1,0.0,55,19.841,0.683,0.0,0.0,2.4,55,1.4,0.0,0.407,24.1,0.0,0.2,0.2,17.7,2996,0.0,45,9.9,10916,51.4,8.9,48,17.0,0.0,49.6,0.0,0.0,17.0,59,0.0,1.9,0.0,17.0,0.3,0.0,0.1,0.4,0,0.0,0.0,45,0.5,2.745,1.249,48.5,1695.9,0.0,46,0.0,97.3,1190,1.634,0.0,0.0,54,55,99.9,17.0,3.9,99.9,0.0,0.0,0.73,18.3,42,13.7,0.0,0.0,0.0,997.6,0.0,95.6,39.3,2.1,46,49,0.8,0.0,0.5,0.119,0.0,45,0.0,5.4,2.0,42.0,3.6,0.0,55,3.125,20.4,10.0,7.0,55,0.0,0.5,38,0.1,48,0.4,1695.9,0.0,37.4,0.0,0.728,3.8,4.438,4.0,2,0.0,2.4,15.5,0.4,4.4,21.6.2026,0.733,45,0.0,0.0,561,0.0,62.0,0.0,0.0,0.4,12.0,0.0,0.0,3.6,0.704,399.0,48,0.4,0.329,99.6,350.0,0.0,0,0.641,1695.9,0.0,0.0,10.3,1695.9,0.0,0,0.0,0.66,0.5,0.688,0.73,0,17.0,17.0,252.2,2.0,60.8,0.681,55.8,1695.9,0.0,0.0
48,22.6,44.0,4906,18:5:47.232,16.4,0.0,0.2,5.693,2892.9,5.9,8.1,44,0.005,8.1,54,2.0,0.0,11.3,2381.7,269.1,41.8,0.7,0.0,83.6,46,54,46,5.6,47,0.0,38,6.243,8.0,0,22.5,10290,8.0,45,0.0,60.1,1.1,59.2,0.0,997.6,0.0,55,19.841,0.658,4.9,7.9,13.0,54,3.1,0.0,2.282,146.4,0.1,0.5,5.2,22.5,2988,0.5,46,0.8,10916,51.4,8.9,47,29.0,0.0,47.5,0.0,0.0,43.0,52,0.0,2.7,0.1,11.0,2.0,0.0,0.6,0.6,0,0.0,0.0,45,2.6,3.391,2.295,93.7,2992.7,1.6,45,0.0,86.2,1190,2.18,0.0,0.0,56,54,98.2,30.0,8.0,99.2,0.1,0.0,0.96,117.6,43,15.8,0.0,0.0,4.9,798.0,0.5,81.6,56.3,12.1,48,49,1.9,2.1,0.7,0.161,0.0,46,0.0,11.8,4.2,42.0,7.2,0.0,55,16.25,8.8,8.0,0.0,54,0.0,1.3,38,0.3,48,19.2,4289.5,9.6,16.1,0.0,0.96,20.4,6.243,4.0,2,0.5,8.2,23.9,0.6,35.3,21.6.2026,0.995,46,0.0,0.0,561,0.7,62.1,0.0,0.0,3.0,10.0,0.0,0.0,7.2,0.857,399.0,47,5.2,0.211,96.6,350.0,0.0,0,0.608,2992.7,0.0,0.0,13.6,2992.7,0.0,0,0.0,0.651,0.6,0.991,0.995,0,30.0,30.0,323.5,4.2,194.9,0.651,96.9,1097.3,2.6,11.8
